"Unique_Checklist_ID","Latitude","Longitude","Count","Occur","Common_Name","summer_nbr_TCA_mean_600","summer_nbr_TCB_mean_600","summer_nbr_TCG_mean_600","summer_nbr_TCW_mean_600"
"43.86248_-122.75587_2019-05-26_JRCurtis",43.86248,-122.75587,0,0,"Western Tanager",0.718823438,0.211015573,0.185040337,-0.017374886
"43.8667_-122.48199_2019-05-26_JRCurtis",43.8667,-122.48199,0,0,"Western Tanager",0.668561261,0.19372136,0.153881144,-0.028757511
"43.87_-123.42641_2019-05-18_WDRobinson",43.87,-123.42641,1,1,"Western Tanager",0.710934296,0.233592135,0.201666832,-0.02889964
"43.87131_-122.48656_2019-05-26_JRCurtis",43.87131,-122.48656,0,0,"Western Tanager",0.674567505,0.186585663,0.150049197,-0.025216091
"43.87566_-122.47923_2014-06-27_TAHallman",43.87566,-122.47923,0,0,"Western Tanager",0.664201383,0.200684708,0.157936693,-0.02646996
"43.87629_-123.43402_2014-05-23_TAHallman",43.87629,-123.43402,1,1,"Western Tanager",0.570418299,0.296357986,0.188519619,-0.085520829
"43.87863_-122.46934_2014-06-27_TAHallman",43.87863,-122.46934,0,0,"Western Tanager",0.666702046,0.192465541,0.153142413,-0.022311548
"43.88502_-122.47942_2014-06-27_TAHallman",43.88502,-122.47942,0,0,"Western Tanager",0.653227064,0.196691674,0.151460153,-0.027603544
"43.88641_-123.20557_2019-05-18_WDRobinson",43.88641,-123.20557,0,0,"Western Tanager",0.67835532,0.257312529,0.20547342,-0.045047691
"43.88683_-122.47721_2014-06-27_TAHallman",43.88683,-122.47721,0,0,"Western Tanager",0.658205492,0.194081242,0.151266078,-0.024114121
"43.88957_-123.44276_2019-05-18_WDRobinson",43.88957,-123.44276,0,0,"Western Tanager",0.673534466,0.232962369,0.184454251,-0.044600125
"43.89116_-123.19628_2019-05-18_WDRobinson",43.89116,-123.19628,1,1,"Western Tanager",0.678002444,0.239410984,0.191809105,-0.041030769
"43.89542_-123.19_2019-05-18_WDRobinson",43.89542,-123.19,1,1,"Western Tanager",0.636777389,0.249022038,0.181046571,-0.05657045
"43.90495_-123.56824_2019-05-18_WDRobinson",43.90495,-123.56824,0,0,"Western Tanager",0.706589056,0.242637833,0.208371435,-0.03490369
"43.90702_-123.56467_2019-05-18_WDRobinson",43.90702,-123.56467,2,1,"Western Tanager",0.720735362,0.24009611,0.211670357,-0.027283577
"43.90762_-123.07929_2014-06-02_JRCurtis",43.90762,-123.07929,1,1,"Western Tanager",0.610688802,0.271820113,0.190314604,-0.05981248
"43.90777_-123.07622_2014-06-02_JRCurtis",43.90777,-123.07622,0,0,"Western Tanager",0.603141136,0.266056983,0.182703613,-0.060438376
"43.907913_-123.075904_2014-05-28_TAHallman",43.907913,-123.075904,1,1,"Western Tanager",0.601479659,0.265417764,0.181469954,-0.060724028
"43.90826_-123.08302_2014-06-02_JRCurtis",43.90826,-123.08302,1,1,"Western Tanager",0.627426995,0.277225714,0.201068399,-0.056227122
"43.908676_-123.084531_2014-05-28_TAHallman",43.908676,-123.084531,2,1,"Western Tanager",0.642647498,0.272046764,0.202899756,-0.051186024
"43.91153_-123.24429_2019-05-18_WDRobinson",43.91153,-123.24429,0,0,"Western Tanager",0.578659407,0.307845234,0.199887943,-0.089658048
"43.91309_-123.2416_2019-05-18_WDRobinson",43.91309,-123.2416,1,1,"Western Tanager",0.61632793,0.293623193,0.205315963,-0.072908787
"43.91339_-123.60484_2019-05-18_WDRobinson",43.91339,-123.60484,0,0,"Western Tanager",0.684949994,0.252360991,0.207032034,-0.040010107
"43.919_-123.23829_2019-05-18_WDRobinson",43.919,-123.23829,0,0,"Western Tanager",0.515939175,0.330809578,0.179407517,-0.117524465
"43.921936_-123.834841_2018-05-25_TAHallman",43.921936,-123.834841,1,1,"Western Tanager",0.71028508,0.235307705,0.203197896,-0.028668431
"43.92828_-123.90169_2019-05-22_WDRobinson",43.92828,-123.90169,2,1,"Western Tanager",0.718109084,0.241793427,0.212207783,-0.027188985
"43.93158_-122.90919_2014-06-04_JRCurtis",43.93158,-122.90919,1,1,"Western Tanager",0.52539416,0.268856196,0.151302165,-0.084169339
"43.93371_-122.57325_2014-06-27_TAHallman",43.93371,-122.57325,0,0,"Western Tanager",0.709013327,0.207417196,0.178487032,-0.01671656
"43.93435_-122.58469_2014-06-27_TAHallman",43.93435,-122.58469,0,0,"Western Tanager",0.697202475,0.200077436,0.167764292,-0.020681379
"43.93992_-123.34326_2014-05-23_TAHallman",43.93992,-123.34326,1,1,"Western Tanager",0.586953024,0.27260663,0.179062912,-0.074978869
"43.940132_-123.897009_2018-05-25_TAHallman",43.940132,-123.897009,1,1,"Western Tanager",0.700846206,0.238559554,0.201887026,-0.031049251
"43.94412_-123.34173_2014-05-23_TAHallman",43.94412,-123.34173,1,1,"Western Tanager",0.594257522,0.281790147,0.189507055,-0.07627775
"43.94744_-122.79431_2014-06-04_JRCurtis",43.94744,-122.79431,1,1,"Western Tanager",0.443355775,0.302310689,0.1412546,-0.116876673
"43.94758_-122.78947_2014-06-04_JRCurtis",43.94758,-122.78947,1,1,"Western Tanager",0.412221169,0.325806126,0.139185585,-0.13335834
"43.94771_-122.79801_2014-06-04_JRCurtis",43.94771,-122.79801,2,1,"Western Tanager",0.457439564,0.302131346,0.144406106,-0.113815289
"43.94884_-124.00973_2019-05-22_WDRobinson",43.94884,-124.00973,1,1,"Western Tanager",0.699486988,0.243184571,0.20355596,-0.038493334
"43.94924_-122.33163_2019-05-24_WDRobinson",43.94924,-122.33163,0,0,"Western Tanager",0.701131254,0.206903434,0.17632051,-0.016714464
"43.94979_-122.78893_2019-05-24_WDRobinson",43.94979,-122.78893,1,1,"Western Tanager",0.466478374,0.337522313,0.168268053,-0.126800948
"43.95021_-122.79874_2019-05-24_WDRobinson",43.95021,-122.79874,2,1,"Western Tanager",0.510474975,0.306740112,0.168917154,-0.107775346
"43.95602_-124.13726_2019-05-22_WDRobinson",43.95602,-124.13726,0,0,"Western Tanager",0.493278749,0.282616115,0.137365071,-0.080121605
"43.96564_-122.32006_2019-05-24_WDRobinson",43.96564,-122.32006,1,1,"Western Tanager",0.705660344,0.195809577,0.167653463,-0.015237315
"43.96596_-122.76861_2019-05-24_WDRobinson",43.96596,-122.76861,1,1,"Western Tanager",0.536147008,0.27952085,0.162050402,-0.081073026
"43.96734_-122.76366_2019-05-24_WDRobinson",43.96734,-122.76366,2,1,"Western Tanager",0.578805152,0.271933531,0.176222345,-0.065521659
"43.96862_-122.55974_2019-05-24_WDRobinson",43.96862,-122.55974,0,0,"Western Tanager",0.660559902,0.214386243,0.167155836,-0.036420513
"43.97162_-122.75529_2019-05-24_WDRobinson",43.97162,-122.75529,1,1,"Western Tanager",0.6048932,0.262665811,0.177643512,-0.067070587
"43.97256_-122.65824_2019-05-24_WDRobinson",43.97256,-122.65824,1,1,"Western Tanager",0.649736745,0.278882635,0.220923176,-0.044800035
"43.97564_-122.66829_2019-05-24_WDRobinson",43.97564,-122.66829,1,1,"Western Tanager",0.541721251,0.267999346,0.174861619,-0.062020618
"43.97593_-122.66301_2019-05-24_WDRobinson",43.97593,-122.66301,2,1,"Western Tanager",0.586078801,0.278529095,0.196663345,-0.058827326
"43.97667_-123.07774_2014-06-02_JRCurtis",43.97667,-123.07774,2,1,"Western Tanager",0.492968445,0.307906927,0.156359268,-0.113387595
"43.979_-123.07809_2014-06-02_JRCurtis",43.979,-123.07809,1,1,"Western Tanager",0.532639969,0.287678789,0.165340966,-0.09158244
"43.98018_-123.65927_2019-05-18_WDRobinson",43.98018,-123.65927,0,0,"Western Tanager",0.721581612,0.252963946,0.223131989,-0.032740995
"43.98078_-123.07744_2014-06-02_JRCurtis",43.98078,-123.07744,3,1,"Western Tanager",0.516432828,0.286656371,0.158885765,-0.094970361
"43.98142_-122.42572_2019-05-24_WDRobinson",43.98142,-122.42572,1,1,"Western Tanager",0.680115432,0.211945647,0.173285984,-0.028345473
"43.98247_-122.42739_2019-05-24_WDRobinson",43.98247,-122.42739,1,1,"Western Tanager",0.67827213,0.216863007,0.176500822,-0.030123134
"43.98257_-123.65501_2019-05-18_WDRobinson",43.98257,-123.65501,1,1,"Western Tanager",0.714627206,0.244856845,0.213708461,-0.032783874
"43.98381_-123.65939_2019-05-18_WDRobinson",43.98381,-123.65939,1,1,"Western Tanager",0.704579778,0.244997165,0.208858529,-0.036569268
"43.99287_-122.95268_2013-06-04_TAHallman",43.99287,-122.95268,0,0,"Western Tanager",0.337415867,0.35415397,0.119455504,-0.153816448
"43.99467_-122.95767_2013-06-04_TAHallman",43.99467,-122.95767,1,1,"Western Tanager",0.352539415,0.344946543,0.125726073,-0.156393634
"43.99469_-122.68308_2014-06-27_TAHallman",43.99469,-122.68308,0,0,"Western Tanager",0.642783636,0.26823847,0.200372748,-0.051196647
"43.99494_-123.1263_2013-06-08_TAHallman",43.99494,-123.1263,1,1,"Western Tanager",0.551068845,0.284411939,0.172402539,-0.08749352
"43.99617_-122.85694_2014-06-09_TAHallman",43.99617,-122.85694,1,1,"Western Tanager",0.602908993,0.271107528,0.185438132,-0.068342567
"43.99647_-122.9427_2013-06-04_TAHallman",43.99647,-122.9427,1,1,"Western Tanager",0.376742987,0.341301427,0.129515313,-0.146713607
"43.99647_-122.95268_2013-06-04_TAHallman",43.99647,-122.95268,1,1,"Western Tanager",0.392480506,0.328041496,0.133527247,-0.142534037
"43.99648_-122.95767_2013-06-05_TAHallman",43.99648,-122.95767,0,0,"Western Tanager",0.354008216,0.340716183,0.122998169,-0.156936942
"43.99648_-122.96515_2013-06-05_TAHallman",43.99648,-122.96515,2,1,"Western Tanager",0.380978434,0.341963723,0.133011384,-0.148055309
"43.99648_-123.11871_2013-06-08_TAHallman",43.99648,-123.11871,2,1,"Western Tanager",0.519558387,0.290172325,0.162091838,-0.100222419
"43.99657_-123.1212_2013-06-08_TAHallman",43.99657,-123.1212,1,1,"Western Tanager",0.528038141,0.282392099,0.160384155,-0.094388624
"43.99828_-122.96266_2013-06-05_TAHallman",43.99828,-122.96266,1,1,"Western Tanager",0.348466752,0.351382812,0.12489624,-0.160947271
"43.99848_-123.3362_2014-05-23_TAHallman",43.99848,-123.3362,0,0,"Western Tanager",0.599988017,0.261120431,0.174591029,-0.061335104
"43.99958_-123.12487_2013-06-08_TAHallman",43.99958,-123.12487,2,1,"Western Tanager",0.519424472,0.28495978,0.158711111,-0.094493333
"44.00007_-122.9427_2013-06-04_TAHallman",44.00007,-122.9427,2,1,"Western Tanager",0.433816967,0.325860174,0.146209702,-0.125416266
"44.00008_-122.96266_2013-06-05_TAHallman",44.00008,-122.96266,1,1,"Western Tanager",0.344137438,0.353499056,0.124220082,-0.162359296
"44.00008_-122.96515_2013-06-06_TAHallman",44.00008,-122.96515,1,1,"Western Tanager",0.347227987,0.351442987,0.124549144,-0.158924532
"44.00008_-122.96764_2013-06-06_TAHallman",44.00008,-122.96764,1,1,"Western Tanager",0.371436852,0.339492005,0.128153984,-0.146153237
"44.00106_-123.33824_2014-05-23_TAHallman",44.00106,-123.33824,1,1,"Western Tanager",0.619951474,0.249027218,0.174666855,-0.053777582
"44.00188_-122.96515_2013-06-06_TAHallman",44.00188,-122.96515,2,1,"Western Tanager",0.378061137,0.339523171,0.130619332,-0.147156822
"44.00188_-122.97014_2013-06-06_TAHallman",44.00188,-122.97014,0,0,"Western Tanager",0.420234622,0.311933606,0.132875417,-0.123441981
"44.00188_-122.97263_2013-06-06_TAHallman",44.00188,-122.97263,1,1,"Western Tanager",0.431871383,0.306810527,0.13362538,-0.118879702
"44.00332_-123.34241_2014-05-23_TAHallman",44.00332,-123.34241,2,1,"Western Tanager",0.612415057,0.250974815,0.17290949,-0.05712557
"44.00363_-122.97263_2013-06-06_TAHallman",44.00363,-122.97263,1,1,"Western Tanager",0.445539622,0.290332992,0.131087417,-0.10996785
"44.00368_-122.97014_2013-06-06_TAHallman",44.00368,-122.97014,0,0,"Western Tanager",0.421885481,0.304755187,0.129844306,-0.121026249
"44.00368_-122.97513_2013-06-06_TAHallman",44.00368,-122.97513,0,0,"Western Tanager",0.458222201,0.29046715,0.13624209,-0.107128766
"44.00501_-123.75662_2019-05-22_WDRobinson",44.00501,-123.75662,1,1,"Western Tanager",0.725172777,0.298683376,0.265973469,-0.040933473
"44.00775_-122.65571_2014-06-27_TAHallman",44.00775,-122.65571,0,0,"Western Tanager",0.556701391,0.287710481,0.179576446,-0.085684135
"44.01088_-122.97013_2013-06-07_TAHallman",44.01088,-122.97013,2,1,"Western Tanager",0.510863838,0.286095424,0.155926807,-0.095618939
"44.01089_-122.97263_2013-06-07_TAHallman",44.01089,-122.97263,0,0,"Western Tanager",0.477639,0.294489413,0.146705307,-0.106451006
"44.01089_-122.98011_2013-06-07_TAHallman",44.01089,-122.98011,1,1,"Western Tanager",0.434780263,0.320326012,0.146003071,-0.119174269
"44.01094_-122.64173_2014-06-27_TAHallman",44.01094,-122.64173,0,0,"Western Tanager",0.509053434,0.300175757,0.175083893,-0.099148621
"44.01213_-122.63162_2014-06-27_TAHallman",44.01213,-122.63162,1,1,"Western Tanager",0.648814588,0.297981166,0.226704702,-0.05802597
"44.01251_-122.64019_2014-06-27_TAHallman",44.01251,-122.64019,1,1,"Western Tanager",0.537181349,0.307571176,0.188246421,-0.094095898
"44.01257_-122.63486_2014-06-27_TAHallman",44.01257,-122.63486,0,0,"Western Tanager",0.621751555,0.299669571,0.216223147,-0.065847917
"44.01363_-123.15599_2013-06-09_TAHallman",44.01363,-123.15599,2,1,"Western Tanager",0.565415232,0.284810744,0.178437098,-0.08233245
"44.01449_-122.97512_2013-06-07_TAHallman",44.01449,-122.97512,1,1,"Western Tanager",0.508845471,0.293780873,0.158648356,-0.098592903
"44.01461_-123.97189_2019-05-22_WDRobinson",44.01461,-123.97189,0,0,"Western Tanager",0.58931738,0.202353125,0.14193252,-0.042598208
"44.01543_-123.1535_2013-06-09_TAHallman",44.01543,-123.1535,1,1,"Western Tanager",0.502954476,0.292783388,0.159312066,-0.094518923
"44.01543_-123.15599_2013-06-09_TAHallman",44.01543,-123.15599,1,1,"Western Tanager",0.537865809,0.286205842,0.168972205,-0.08676761
"44.01723_-123.1535_2013-06-09_TAHallman",44.01723,-123.1535,1,1,"Western Tanager",0.465436404,0.299442228,0.149181472,-0.10201977
"44.01723_-123.156_2013-06-09_TAHallman",44.01723,-123.156,1,1,"Western Tanager",0.503316432,0.291861681,0.159930189,-0.092240815
"44.01803_-122.92262_2014-06-04_JRCurtis",44.01803,-122.92262,0,0,"Western Tanager",0.400785488,0.326468103,0.137473183,-0.132133754
"44.01903_-123.156_2013-06-08_TAHallman",44.01903,-123.156,1,1,"Western Tanager",0.479876662,0.288340693,0.149396081,-0.092428532
"44.01903_-123.15851_2013-06-08_TAHallman",44.01903,-123.15851,1,1,"Western Tanager",0.530644609,0.278580678,0.162750543,-0.081364452
"44.02042_-123.41676_2014-05-23_TAHallman",44.02042,-123.41676,0,0,"Western Tanager",0.662131302,0.29204395,0.226987437,-0.047895003
"44.02054_-123.42107_2014-05-23_TAHallman",44.02054,-123.42107,1,1,"Western Tanager",0.649514979,0.289128779,0.220200098,-0.053608902
"44.02083_-123.1585_2013-06-08_TAHallman",44.02083,-123.1585,2,1,"Western Tanager",0.519936926,0.270511488,0.154536836,-0.078367416
"44.02216_-123.42965_2014-05-24_TAHallman",44.02216,-123.42965,1,1,"Western Tanager",0.557331121,0.286500151,0.180735788,-0.059995338
"44.02781_-123.1731_2013-06-09_TAHallman",44.02781,-123.1731,0,0,"Western Tanager",0.416689175,0.329690936,0.143837587,-0.136642266
"44.02831_-123.16698_2013-06-03_TAHallman",44.02831,-123.16698,0,0,"Western Tanager",0.407584066,0.321668974,0.137276483,-0.130019111
"44.02961_-123.17314_2013-06-09_TAHallman",44.02961,-123.17314,0,0,"Western Tanager",0.416918691,0.330374977,0.145021817,-0.1394468
"44.03218_-123.16646_2013-06-03_TAHallman",44.03218,-123.16646,0,0,"Western Tanager",0.380247858,0.327680247,0.130753775,-0.138385014
"44.03431_-123.17259_2013-06-09_TAHallman",44.03431,-123.17259,0,0,"Western Tanager",0.413184297,0.320881608,0.141105239,-0.135564719
"44.04666_-123.17376_2013-06-03_TAHallman",44.04666,-123.17376,0,0,"Western Tanager",0.210378222,0.373422593,0.070417345,-0.14780755
"44.051965_-123.053946_2014-05-25_TAHallman",44.051965,-123.053946,0,0,"Western Tanager",0.29430574,0.32880586,0.097597214,-0.126124542
"44.054575_-122.788323_2019-05-24_TAHallman",44.054575,-122.788323,2,1,"Western Tanager",0.578094438,0.25485222,0.166611958,-0.059477291
"44.055399_-123.067047_2014-05-25_TAHallman",44.055399,-123.067047,0,0,"Western Tanager",0.279815472,0.302896733,0.089705438,-0.098692595
"44.055579_-122.800999_2019-05-24_TAHallman",44.055579,-122.800999,1,1,"Western Tanager",0.539049733,0.255949497,0.153396744,-0.068863861
"44.05648_-122.791364_2019-05-24_TAHallman",44.05648,-122.791364,1,1,"Western Tanager",0.505170686,0.275821306,0.149430573,-0.083258441
"44.05763_-123.25396_2013-06-28_TAHallman",44.05763,-123.25396,0,0,"Western Tanager",0.295964242,0.36993468,0.111343268,-0.179313332
"44.05764_-123.25146_2013-06-28_TAHallman",44.05764,-123.25146,0,0,"Western Tanager",0.277289762,0.379291807,0.105793882,-0.187989111
"44.05922_-123.19877_2013-06-02_TAHallman",44.05922,-123.19877,1,1,"Western Tanager",0.293665753,0.326206756,0.099263317,-0.156915104
"44.06032_-123.2154_2013-06-24_TAHallman",44.06032,-123.2154,1,1,"Western Tanager",0.344683267,0.358341611,0.128196781,-0.164422337
"44.06212_-123.21291_2013-06-24_TAHallman",44.06212,-123.21291,1,1,"Western Tanager",0.297382585,0.363742321,0.111662714,-0.174611451
"44.06212_-123.21541_2013-06-24_TAHallman",44.06212,-123.21541,1,1,"Western Tanager",0.338076621,0.363596936,0.127487198,-0.167500778
"44.06232_-123.22389_2013-06-01_TAHallman",44.06232,-123.22389,0,0,"Western Tanager",0.457335967,0.345140487,0.166223297,-0.129983089
"44.06281_-123.20627_2013-06-02_TAHallman",44.06281,-123.20627,0,0,"Western Tanager",0.257260319,0.3443114,0.090589132,-0.168812297
"44.06283_-123.19878_2013-06-02_TAHallman",44.06283,-123.19878,0,0,"Western Tanager",0.279570668,0.337811536,0.096914038,-0.160354504
"44.06463_-123.19878_2013-06-02_TAHallman",44.06463,-123.19878,0,0,"Western Tanager",0.270208489,0.345497799,0.095830651,-0.161871487
"44.06678_-122.8056_2014-06-04_JRCurtis",44.06678,-122.8056,0,0,"Western Tanager",0.357440527,0.32444874,0.129058648,-0.115545352
"44.06822_-123.20129_2013-06-02_TAHallman",44.06822,-123.20129,0,0,"Western Tanager",0.248019951,0.363933018,0.092244528,-0.172429694
"44.069696_-123.152421_2014-05-25_TAHallman",44.069696,-123.152421,1,1,"Western Tanager",0.253040533,0.338443755,0.085185068,-0.11330106
"44.069795_-123.156034_2014-05-25_TAHallman",44.069795,-123.156034,0,0,"Western Tanager",0.273937148,0.335900743,0.095590091,-0.114483124
"44.07172_-123.25375_2013-06-01_TAHallman",44.07172,-123.25375,0,0,"Western Tanager",0.29832289,0.370230282,0.112430585,-0.176777861
"44.07574_-123.25522_2013-06-27_TAHallman",44.07574,-123.25522,1,1,"Western Tanager",0.343478633,0.325965793,0.115565473,-0.147924351
"44.07713_-123.24878_2013-06-01_TAHallman",44.07713,-123.24878,0,0,"Western Tanager",0.393524871,0.325901492,0.132415393,-0.139911036
"44.07724_-122.735342_2019-05-24_TAHallman",44.07724,-122.735342,0,0,"Western Tanager",0.544924244,0.262934358,0.156072983,-0.073540834
"44.07755_-123.25273_2013-06-27_TAHallman",44.07755,-123.25273,1,1,"Western Tanager",0.368086136,0.321480469,0.123497835,-0.143396204
"44.085828_-123.433612_2014-05-22_TAHallman",44.085828,-123.433612,1,1,"Western Tanager",0.671080732,0.263152365,0.209065798,-0.043485138
"44.09045_-123.01356_2013-06-11_TAHallman",44.09045,-123.01356,1,1,"Western Tanager",0.49110194,0.307185083,0.165276034,-0.10191778
"44.09045_-123.01606_2013-06-11_TAHallman",44.09045,-123.01606,0,0,"Western Tanager",0.482702536,0.307774611,0.163346987,-0.098618424
