Longitude,Latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,set
-122.53,38.01,0.401960784,0.251280375,0.22826087,0.18572621,0.235456216,0.43740061,1.892,1
-122.52,37.88,1,0.018960445,0.026755853,0.017320534,0.026944274,0.36519348,2.75,1
-122.52,37.89,0.31372549,0.475209764,0.579152731,0.341193656,0.604409063,0.381349943,4.176,1
-122.52,37.9,0.294117647,0.185463659,0.22296544,0.142737896,0.211879976,0.433342168,2.671,1
-122.52,37.91,0.568627451,0.454614798,0.410813824,0.378338898,0.43049602,0.562682216,4.029,1
-122.52,37.92,0.901960784,0.086193745,0.08974359,0.068656093,0.091243111,0.590931178,3.178,1
-122.52,37.93,0.647058824,0.302931241,0.2787068,0.253338898,0.309246785,0.505565863,3.339,1
-122.52,37.94,0.333333333,0.196360466,0.157190635,0.124165275,0.146356399,0.602780723,5.00001,1
-122.52,37.95,0.666666667,0.261196469,0.190635452,0.192404007,0.21218616,0.727581942,4.844005,1
-122.52,37.96,0.666666667,0.219025825,0.191750279,0.169657763,0.214329455,0.528083311,3.31,1
-122.52,37.97,0.62745098,0.061131089,0.107023411,0.054257095,0.102265769,0.248487057,2.313,1
-122.52,37.98,0.588235294,0.714067778,0.87458194,0.617070117,0.895284752,0.263980917,3.242,1
-122.51,37.78,0.882352941,0.275471287,0.275641026,0.234453255,0.278628291,0.428941382,3.4665,1
-122.51,37.87,0.392156863,0.425193418,0.545150502,0.405676127,0.561543172,0.260855641,2.584,1
-122.51,37.89,0.509803922,0.291162689,0.313823857,0.256260434,0.33374158,0.325625055,4.583,1
-122.51,37.91,0.019607843,0.070284407,0.074693423,0.041318865,0.071034905,0.67818491,3.1,1
-122.51,37.92,0.607843137,0.28549635,0.300445931,0.212228715,0.282914881,0.360544218,3.75,1
-122.51,37.96,0.745098039,0.359594639,0.380156076,0.327420701,0.398652786,0.351886209,2.638,1
-122.51,37.97,0.705882353,0.467908903,0.605908584,0.437186978,0.626454378,0.303284301,3.294,1
-122.51,37.98,0.705882353,0.522937779,0.38851728,0.380843072,0.414574403,0.615811909,4.878,1
-122.51,37.99,0.607843137,0.450691947,0.351170569,0.320534224,0.3821188,0.560915275,4.333,1
-122.51,38,0.31372549,0.266644873,0.297658863,0.240400668,0.3312921,0.381217422,2.742,1
-122.51,38.17,0.137254902,0.639969489,0.620401338,0.584933222,0.628903858,0.346684778,2.463,1
-122.5,37.77,1,0.251498311,0.260590858,0.242383139,0.266074709,0.407508945,3.3595,1
-122.5,37.78,0.921568627,0.248665141,0.287068004,0.256364775,0.306797306,0.347877463,3.4065,1
-122.5,37.87,0.31372549,0.471940721,0.526755853,0.343280467,0.561543172,0.641255853,3.461,1
-122.5,37.88,0.529411765,0.593440122,0.605908584,0.437186978,0.625229639,0.469078541,4.746,1
-122.5,37.91,0.588235294,0.762667538,0.713489409,0.573873122,0.774647887,0.5505345,4.411,1
-122.5,37.92,0.588235294,0.267244197,0.214604236,0.206281302,0.231169626,0.59391289,3.2505,1
-122.5,37.96,0.294117647,0.010678871,0.010033445,0.008347245,0.014084507,0.622404806,2.125,1
-122.49,37.76,0.971988796,0.197403447,0.184503902,0.173264965,0.197970431,0.405829957,3.356857143,1
-122.49,37.77,1,0.254985289,0.254180602,0.243113523,0.279240661,0.353796713,3.692,1
-122.49,37.78,0.8767507,0.302028363,0.351727982,0.303720487,0.366897034,0.315367334,3.582001429,1
-122.49,37.79,1,0.342595619,0.265328874,0.237479132,0.277403552,0.622934888,5.00001,1
-122.49,37.86,0.833333333,0.266971777,0.2909699,0.184474124,0.314451929,0.569114984,4.710005,1
-122.49,37.89,0.431372549,0.179579383,0.223522854,0.111853088,0.204531537,0.610025179,5.00001,1
-122.49,37.92,0.490196078,0.236242781,0.192307692,0.176126878,0.193508879,0.640007951,3.862,1
-122.49,37.98,0.647058824,0.136645963,0.098104794,0.094949917,0.105327618,0.654563124,4.517,1
-122.49,37.99,0.509803922,0.59583742,0.419732441,0.398789649,0.466625842,0.717168036,4.208,1
-122.49,38,0.490196078,0.005012531,0.003344482,0.002921536,0.003674219,0.797309833,4,1
-122.49,38.1,0.823529412,0.133376921,0.134894091,0.101419032,0.124311084,0.489078099,3.07,1
-122.49,38.22,0.62745098,0.161708619,0.160535117,0.161936561,0.166564605,0.338457461,2.518,1
-122.49,38.27,0.137254902,0.554647488,0.54960981,0.344741235,0.57195346,0.338214507,2.132,1
-122.48,37.75,0.968627451,0.249144601,0.25083612,0.25696995,0.268462952,0.424529552,3.2218,1
-122.48,37.76,0.967320261,0.27200247,0.298123374,0.275076516,0.315064299,0.382982522,3.323333333,1
-122.48,37.77,1,0.278304457,0.330546265,0.249791319,0.346601347,0.374370527,3.485,1
-122.48,37.78,0.954248366,0.308306999,0.345039019,0.305717863,0.354255971,0.333997777,3.4985,1
-122.48,37.79,1,0.344666013,0.358695652,0.290275459,0.366809553,0.679338943,4.789005,1
-122.48,37.85,0.803921569,0.685954015,0.727424749,0.436352254,0.736680955,0.659874989,5.00001,1
-122.48,37.86,1,0.426283099,0.418060201,0.24457429,0.409063074,0.630731513,5.00001,1
-122.48,37.93,0.294117647,0.320910973,0.445930881,0.287979967,0.453766075,0.350428483,3.18,1
-122.47,37.74,1,0.30156914,0.260590858,0.248956594,0.273729333,0.575257863,3.9070025,1
-122.47,37.75,0.941176471,0.27416367,0.236157562,0.220123817,0.248213921,0.571481948,3.839001667,1
-122.47,37.76,0.894117647,0.315669609,0.364046823,0.291861436,0.377587263,0.338514886,3.545,1
-122.47,37.77,1,0.293124115,0.299331104,0.248539232,0.304960196,0.387666755,3.8255,1
-122.47,37.78,0.997821351,0.252914896,0.274123622,0.246614728,0.292916922,0.346503176,4.081555556,1
-122.47,37.79,1,0.205513784,0.222779636,0.177309405,0.232904674,0.369275849,4.94434,1
-122.47,37.81,0.862745098,0.754603901,0.700111483,0.982888147,0.71218616,0.320832229,5.00001,1
-122.47,37.85,0.352941176,0.209654571,0.329431438,0.182804674,0.33312921,0.266653415,1.404,1
-122.47,37.95,0.294117647,0.410482729,0.466555184,0.413397329,0.497856705,0.383348794,1.875,1
-122.47,37.99,0.411764706,0.792415822,0.557413601,0.513981636,0.584813227,0.772384928,4.392,1
-122.47,38.29,0.254901961,0.40645091,0.470457079,0.265442404,0.473361911,0.228145154,2.08,1
-122.46,37.73,1,0.312465947,0.231605351,0.228244992,0.25183711,0.714945556,4.1627525,1
-122.46,37.74,0.990196078,0.222349352,0.170847269,0.162040902,0.185548071,0.58819242,4.2395,1
-122.46,37.75,0.830065359,0.204315136,0.17744333,0.156928214,0.191875893,0.566444327,4.227336667,1
-122.46,37.76,0.843137255,0.185935854,0.214232627,0.172648859,0.219228414,0.443465265,3.906666667,1
-122.46,37.77,1,0.273128473,0.29877369,0.301335559,0.318432333,0.369274008,4.193,1
-122.46,37.78,0.987745098,0.296461262,0.358347269,0.294736018,0.366350276,0.331368992,3.94275125,1
-122.46,37.79,1,0.223893066,0.212188777,0.179048414,0.22453562,0.428335836,5.00001,1
-122.46,37.88,0.666666667,0.2713305,0.226867336,0.168405676,0.227189222,0.920874194,5.00001,1
-122.46,38.29,0.529411765,0.227797755,0.252508361,0.185100167,0.256582976,0.274008305,2.225,1
-122.45,37.72,0.937908497,0.173113944,0.168246005,0.200855593,0.178914064,0.391675501,2.3135,1
-122.45,37.73,1,0.213904326,0.203827573,0.214454647,0.219840784,0.439243013,2.885,1
-122.45,37.74,0.869281046,0.497875123,0.426049796,0.377365053,0.466217595,0.521505139,3.438,1
-122.45,37.75,0.679738562,0.205477462,0.191936083,0.236853088,0.206981017,0.462279501,3.283333333,1
-122.45,37.76,0.882352941,0.321837202,0.359253066,0.263407763,0.387936314,0.456566393,4.875005,1
-122.45,37.77,1,0.291475973,0.348453177,0.257747287,0.355021433,0.336531772,4.80363,1
-122.45,37.78,0.943977591,0.23719236,0.264930721,0.247764131,0.285014434,0.368998713,4.074858571,1
-122.45,37.79,0.960784314,0.247212233,0.282237087,0.179744018,0.288222086,0.340979032,4.750006667,1
-122.45,37.81,1,0.149613163,0.178372352,0.05884808,0.111451317,0.375795123,5.00001,1
-122.45,37.9,0.568627451,0.40982892,0.398550725,0.268572621,0.385793019,0.882244456,5.00001,1
-122.45,38.01,0.68627451,0.490247358,0.462653289,0.457220367,0.488671157,0.421669317,2.527,1
-122.45,38.27,0.470588235,0.547237659,0.489966555,0.415066778,0.511941212,0.411233324,2.623,1
-122.45,38.28,0.37254902,0.360030511,0.279264214,0.285684474,0.280465401,0.585133404,2.976,1
-122.45,38.3,0.450980392,0.211833933,0.221850613,0.148789649,0.231475811,0.336911388,2.579,1
-122.44,37.71,0.823529412,0.229014565,0.236529171,0.295770729,0.254133497,0.473702035,2.548333333,1
-122.44,37.72,0.977124183,0.213795358,0.227610554,0.263042571,0.243519086,0.371197397,2.600666667,1
-122.44,37.73,0.941176471,0.291075515,0.300557414,0.276126878,0.301285977,0.452745384,2.7522,1
-122.44,37.74,0.620915033,0.310304747,0.310850985,0.266416249,0.33190447,0.447006508,3.456,1
-122.44,37.75,0.800653595,0.338945189,0.399758454,0.269511686,0.420289855,0.431772168,3.648333333,1
-122.44,37.76,0.865196078,0.285918601,0.330406912,0.204846619,0.344611145,0.460720083,3.935875,1
-122.44,37.77,1,0.354568486,0.413391862,0.285371452,0.432409675,0.364120892,4.58625375,1
-122.44,37.78,0.834224599,0.219758883,0.285041046,0.213404917,0.28519735,0.260092644,3.517727273,1
-122.44,37.79,1,0.258281573,0.293687291,0.200725167,0.308864054,0.502996897,4.9610075,1
-122.44,37.8,1,0.256631918,0.294500186,0.160962716,0.276927264,0.456870699,5.000008889,1
-122.44,38.03,0.235294118,0.466601286,0.579710145,0.446786311,0.57256583,0.400764202,1.792,1
-122.43,37.7,0.352941176,0.188623733,0.196209588,0.199081803,0.211879976,0.471651648,2.817,1
-122.43,37.71,0.779411765,0.274790236,0.275501672,0.306709098,0.289957134,0.395474424,2.6985,1
-122.43,37.72,0.964705882,0.287130871,0.303790412,0.366986644,0.316595224,0.336796537,2.5178,1
-122.43,37.73,0.992647059,0.185790563,0.19530379,0.225819073,0.212568892,0.40952022,2.659625,1
-122.43,37.74,1,0.264247575,0.278149387,0.219219533,0.28720147,0.468722392,3.22325,1
-122.43,37.75,0.976470588,0.296567506,0.328595318,0.227900668,0.341396203,0.402064007,3.619,1
-122.43,37.76,1,0.283737294,0.331661093,0.223914858,0.34738868,0.371267338,4.00943,1
-122.43,37.77,1,0.298594312,0.394481605,0.271410684,0.40061237,0.293753865,3.5484,1
-122.43,37.78,0.549019608,0.259598271,0.407469342,0.284710629,0.406613595,0.176587302,2.552333333,1
-122.43,37.79,0.875816993,0.367924643,0.528056485,0.275830087,0.533442199,0.427798392,4.900007778,1
-122.43,37.8,1,0.258084826,0.347206739,0.198038397,0.357351841,0.411063993,4.824114444,1
-122.43,37.81,0.87254902,0.412988994,0.494704571,0.252921536,0.465094917,0.411156021,5.00001,1
-122.42,37.71,0.843137255,0.226435654,0.271460424,0.370617696,0.291488059,0.351488647,2.153,1
-122.42,37.72,0.754901961,0.3733791,0.464604236,0.555926544,0.462339253,0.234450923,2.2875,1
-122.42,37.73,0.849673203,0.246976136,0.259568933,0.298101002,0.267401511,0.377593353,2.587,1
-122.42,37.74,1,0.201421428,0.238634956,0.218558709,0.254881949,0.349169538,2.769666667,1
-122.42,37.75,1,0.197635393,0.280156076,0.246661102,0.285915493,0.262127838,2.9935,1
-122.42,37.76,0.954248366,0.269126924,0.422333705,0.383347245,0.438456828,0.203594497,2.883777778,1
-122.42,37.77,1,0.206040463,0.342995169,0.238870339,0.349357012,0.205828327,3.083333333,1
-122.42,37.78,0.611111111,0.183302459,0.39548495,0.226419032,0.391508471,0.179791722,2.870836667,1
-122.42,37.79,0.859943978,0.322887965,0.566810002,0.370051276,0.569678943,0.246530802,2.614287143,1
-122.42,37.8,0.996434938,0.322654462,0.450744907,0.264873274,0.460279463,0.406096146,4.650733636,1
-122.42,37.81,1,0.142966111,0.175585284,0.097662771,0.151867728,0.424871897,5.00001,1
-122.42,37.93,0.901960784,0.376048818,0.433110368,0.28130217,0.444580527,0.388296228,2.745,1
-122.42,38.27,0.470588235,0.357415277,0.314381271,0.258555927,0.294549908,0.445202756,3.084,1
-122.42,38.31,0.333333333,0.160945843,0.136008919,0.113731219,0.131659522,0.467764378,3.333,1
-122.41,37.7,0.431372549,0.197777051,0.221850613,0.286101836,0.232700551,0.211083135,2.142,1
-122.41,37.71,0.784313725,0.305165087,0.358835006,0.465880634,0.361604409,0.308999249,2.09975,1
-122.41,37.72,0.637254902,0.204315136,0.207915273,0.221097663,0.21463564,0.435103587,2.3955,1
-122.41,37.73,0.803921569,0.256919473,0.260312152,0.293457846,0.271279853,0.362650742,2.6255,1
-122.41,37.74,0.87745098,0.158984418,0.164088629,0.173283598,0.170545009,0.374044748,2.576625,1
-122.41,37.75,0.915686275,0.223689659,0.266499443,0.294616027,0.270055113,0.282564714,2.4042,1
-122.41,37.76,1,0.200127648,0.235706323,0.292421894,0.244160616,0.26564689,2.673,1
-122.41,37.77,1,0.115033962,0.16926793,0.164371174,0.162278016,0.287308213,2.396,1
-122.41,37.78,1,0.128636809,0.290551839,0.252086811,0.268830374,0.173621234,2.03125,1
-122.41,37.79,1,0.30050281,0.495540691,0.313826616,0.48202257,0.244222735,3.603575714,1
-122.41,37.8,0.97124183,0.259634594,0.384169454,0.332665554,0.39220249,0.306941131,3.997270667,1
-122.41,37.81,0.529411765,0.281410047,0.516164994,0.301231219,0.501530925,0.252401935,5.00001,1
-122.41,37.94,1,0.016563147,0.017279822,0.017529215,0.022045315,0.307845216,2.75,1
-122.41,37.98,0.68627451,0.006320148,0.007246377,0.007721202,0.014084507,0.105839738,0.675,1
-122.41,38.07,0.37254902,0.49406124,0.393534002,0.377086811,0.42804654,0.612178638,4.359,1
-122.4,37.68,0.735294118,0.319167484,0.36148272,0.280050083,0.370483772,0.358711017,2.628,1
-122.4,37.71,0.833333333,0.19221968,0.200947603,0.269616027,0.241886099,0.298701299,2.3085,1
-122.4,37.72,0.811764706,0.163800806,0.18361204,0.2360601,0.194243723,0.332469741,2.276,1
-122.4,37.73,0.887254902,0.226953253,0.25738573,0.293666528,0.287048377,0.273969653,2.241,1
-122.4,37.74,0.862745098,0.268061458,0.282608696,0.330133556,0.274341702,0.230817652,2.118,1
-122.4,37.75,0.777777778,0.293414696,0.351913787,0.299526989,0.345376607,0.351981918,2.276333333,1
-122.4,37.76,1,0.230630925,0.257246377,0.201794658,0.260869565,0.383633161,2.83675,1
-122.4,37.77,1,0.015473466,0.03400223,0.220367279,0.040416412,0.430238979,2.25,1
-122.4,37.78,0.803921569,0.044241037,0.091973244,0.061456594,0.076240049,0.175970713,2.3125,1
-122.4,37.79,1,0.12890923,0.366778149,0.209098497,0.38028169,0.105497394,4.5,1
-122.4,37.8,1,0.203043841,0.317168339,0.209794101,0.297611758,0.345403746,4.04167,1
-122.4,37.81,0.215686275,0.146779993,0.19342252,0.110809683,0.203306797,0.804543246,2.5,1
-122.39,37.72,0.797385621,0.168210381,0.174284653,0.21320256,0.17248418,0.199586978,1.933,1
-122.39,37.73,0.926470588,0.255366678,0.253065775,0.291371035,0.269442743,0.285153834,1.9835,1
-122.39,37.74,0.833333333,0.303367113,0.320512821,0.319386477,0.297611758,0.206859042,1.9315,1
-122.39,37.76,1,0.182063855,0.197770346,0.161811352,0.200244948,0.383485732,2.474,1
-122.39,37.78,0.058823529,0.265064836,0.471014493,0.224958264,0.400183711,0.403878434,2.3125,1
-122.39,37.79,1,0.010025063,0.012263099,0.022537563,0.015309247,0.459006979,3.5,1
-122.39,37.8,0.470588235,0.496785442,0.820512821,0.317195326,0.71463564,0.448162382,5.00001,1
-122.39,38,0.62745098,0.004576659,0.002229654,0.00375626,0.005511329,0.40033351,2.125,1
-122.38,37.71,0.901960784,0.118339327,0.104793757,0.115400668,0.100428659,0.416434756,2.071,1
-122.38,37.73,0.426470588,0.336193745,0.410953177,0.436404424,0.411971831,0.155534941,1.81275,1
-122.38,37.76,1,0.026806146,0.036789298,0.024833055,0.030006124,0.109185882,4.5,1
-122.38,37.91,0.333333333,0.381933094,0.395206243,0.254382304,0.412737293,0.502749801,2.698,1
-122.37,37.81,0.490196078,0.589953144,0.581382386,0.944490818,0.587875077,0.253003799,2.5,1
-122.37,37.93,0.784313725,0.210035959,0.262541806,0.25375626,0.281383956,0.089136629,0.6105,1
-122.37,37.94,0.852941176,0.110548109,0.136845039,0.156615192,0.131659522,0.075591925,0.7035,1
-122.37,37.95,0.637254902,0.082216411,0.112597547,0.084098497,0.091243111,0.087364166,0.7885,1
-122.37,37.96,0.705882353,0.171079874,0.22296544,0.217237062,0.213104715,0.026548282,0.686,1
-122.37,38.33,0.549019608,0.203334423,0.161092531,0.158388982,0.172688304,0.477637159,1.951,1
-122.36,37.72,0.176470588,0.051977771,0.068561873,0.073038397,0.064911206,0.243881968,1.804,1
-122.36,37.92,1,0.023210199,0.02173913,0.025250417,0.025107165,0.098617369,1.042,1
-122.36,37.93,0.653594771,0.17939777,0.201783724,0.210350584,0.209634619,0.19364564,0.982333333,1
-122.36,37.94,0.694117647,0.136013948,0.162987737,0.169156928,0.162522964,0.139453574,0.8336,1
-122.36,37.95,0.738562092,0.091169954,0.11761427,0.124443517,0.124311084,0.170027535,0.854,1
-122.36,37.96,0.633986928,0.085249355,0.11965812,0.162075682,0.113900796,0.096349795,0.974666667,1
-122.36,38.03,0.607843137,0.235044132,0.217948718,0.203672788,0.224739743,0.421569927,1.754,1
-122.35,37.91,0.058823529,0.310450038,0.443701226,0.267111853,0.434782609,0.418499867,1.868,1
-122.35,37.92,0.68627451,0.100141658,0.110367893,0.121035058,0.14329455,0.157092058,0.94,1
-122.35,37.93,0.602941176,0.152310123,0.186315496,0.186456594,0.187385181,0.195191713,1.05025,1
-122.35,37.94,0.803921569,0.191093676,0.226867336,0.24993044,0.232904674,0.198769768,1.02,1
-122.35,37.95,0.751633987,0.220478733,0.243403939,0.283458542,0.260461319,0.287724181,1.121666667,1
-122.35,37.96,0.631372549,0.192328648,0.248606466,0.264148581,0.244213105,0.188746797,1.0332,1
-122.35,37.97,0.705882353,0.276016127,0.324136009,0.379695326,0.339252909,0.265333731,1.13,1
-122.35,37.98,0.647058824,0.409066144,0.403567447,0.465776294,0.418860992,0.359605531,1.329,1
-122.35,38.3,0.333333333,0.406777814,0.309364548,0.312813022,0.317819963,0.566580528,2.431,1
-122.34,37.88,0.705882353,0.333333333,0.517279822,0.532345576,0.564605021,0.136672851,3.5,1
-122.34,37.93,0.679738562,0.258726526,0.299702713,0.298274903,0.299040621,0.173428895,0.984666667,1
-122.34,37.94,0.784313725,0.218998583,0.247352285,0.189795492,0.262094305,0.261935131,1.4325,1
-122.34,37.95,0.803921569,0.17232211,0.182831661,0.176252087,0.186895285,0.30111759,1.2992,1
-122.34,37.96,0.450980392,0.4522175,0.600334448,0.481844741,0.5955297,0.206373134,1.1845,1
-122.34,37.97,0.352941176,0.143020595,0.190914158,0.178944073,0.19228414,0.407555879,1.1535,1
-122.34,37.98,0.62745098,0.219243762,0.227424749,0.281510851,0.260257195,0.38402244,1.313,1
-122.34,37.99,0.803921569,0.166612183,0.180602007,0.264190317,0.229638702,0.233766234,0.851,1
-122.33,37.89,0.803921569,0.146017217,0.161092531,0.1139399,0.161665646,0.444705804,2.074,1
-122.33,37.91,0.68627451,0.212705677,0.28483835,0.298831386,0.268218004,0.069032158,0.938,1
-122.33,37.92,0.490196078,0.423340961,0.433110368,0.523163606,0.451928965,0.191072533,1.224,1
-122.33,37.93,0.578431373,0.244088482,0.248327759,0.267737896,0.269136558,0.240927865,1.009,1
-122.33,37.94,0.847058824,0.183894519,0.189074693,0.15509182,0.197428047,0.333951763,1.4254,1
-122.33,37.95,0.740196078,0.186498856,0.218088071,0.194125626,0.231475811,0.306086558,1.3595,1
-122.33,37.96,0.882352941,0.132941048,0.130434783,0.169866444,0.152480098,0.376789027,1.294,1
-122.33,37.97,0.607843137,0.388416694,0.475752508,0.38783389,0.477342315,0.32351577,1.448,1
-122.33,37.98,0.323529412,0.262231666,0.247491639,0.225166945,0.267911819,0.52043025,1.6255,1
-122.33,37.99,0.058823529,0.435545385,0.600334448,0.33096828,0.541947336,0.37670068,1.125,1
-122.33,38,0.666666667,0.411572409,0.395206243,0.519198664,0.414574403,0.273677003,1.09,1
-122.33,38.21,0.62745098,0.219570666,0.205128205,0.196994992,0.208205756,0.455550402,2.286,1
-122.33,38.29,0.254901961,0.385638008,0.27703456,0.328046745,0.279853031,0.533969432,2.699,1
-122.33,38.31,0.254901961,0.738367658,0.526755853,0.576585977,0.61971831,0.628964573,2.589,1
-122.33,38.33,0.274509804,0.347717119,0.259754738,0.270868114,0.259644825,0.530280944,2.026,1
-122.32,37.69,0.921568627,0.064291163,0.066889632,0.06990818,0.086344152,0.603642106,3.152,1
-122.32,37.91,0.647058824,0.290617849,0.359531773,0.278797997,0.338640539,0.236328298,1.196,1
-122.32,37.92,0.496732026,0.292978824,0.295429208,0.315317195,0.326597265,0.373479695,1.522,1
-122.32,37.93,0.718954248,0.162979914,0.142883686,0.120895938,0.149826495,0.376520305,1.522333333,1
-122.32,37.94,0.836601307,0.238167883,0.20327016,0.202072899,0.226576852,0.51604971,2.145333333,1
-122.32,37.95,0.68627451,0.178634993,0.175771089,0.162771285,0.188405797,0.36359219,1.759,1
-122.32,37.96,0.558823529,0.206712433,0.210702341,0.178213689,0.214941825,0.354321274,1.5825,1
-122.32,37.97,0.60130719,0.184955141,0.174656262,0.191569282,0.202694427,0.429447537,1.505666667,1
-122.32,37.99,0.450980392,0.529911736,0.538461538,0.482053422,0.545621555,0.418025002,1.735,1
-122.32,38,0.607843137,0.247684428,0.220178372,0.256260434,0.254745867,0.391355243,1.628,1
-122.32,38.01,0.490196078,0.332570557,0.273132664,0.310934891,0.302510716,0.463214507,1.711,1
-122.32,38.06,0.058823529,0.871417675,0.896878484,0.749373957,0.853643601,0.507664105,1.742,1
