Longitude,Latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-124.1,40.73,0.62745098,0.069957502,0.070791527,0.068656093,0.072872015,0.382763495,1.118
-124.1,40.88,0.666666667,0.325269696,0.321070234,0.328881469,0.357011635,0.172917219,0.811
-124.1,40.9,0.333333333,0.439141332,0.443701226,0.405467446,0.473361911,0.246510292,0.926
-124.1,40.95,0.31372549,0.161599651,0.191192865,0.170701169,0.19228414,0.154541037,0.784
-124.1,41.04,0.490196078,0.177726926,0.210702341,0.184682805,0.225352113,0.162801484,0.979
-124.09,40.44,0.725490196,0.241691184,0.236343367,0.216193656,0.244335579,0.209249934,0.705
-124.09,40.55,0.450980392,0.324288983,0.307134894,0.28484975,0.292712799,0.250077304,0.973
-124.09,40.86,0.470588235,0.143837856,0.214604236,0.164649416,0.230863442,0.0744655,0.75
-124.09,40.87,0.843137255,0.07518797,0.113712375,0.082011686,0.127985303,0.0726323,0.875
-124.09,40.88,0.679738562,0.202680615,0.228725381,0.195464663,0.239640743,0.172416586,0.873333333
-124.09,40.92,0.215686275,0.271875341,0.272575251,0.239565943,0.281690141,0.256018641,1.269
-124.09,40.95,0.333333333,0.244960227,0.268673356,0.259390651,0.28781384,0.230740348,0.996
-124.08,40.06,0.31372549,0.143510951,0.147714604,0.08096828,0.098591549,0.234682834,1.356
-124.08,40.86,0.333333333,0.140023973,0.268673356,0.166944908,0.306184936,0.068005124,1.5
-124.08,40.87,0.549019608,0.186117468,0.260312152,0.205550918,0.259032456,0.071561092,1.011
-124.08,40.91,0.235294118,0.274599542,0.399665552,0.287145242,0.383343539,0.128854139,0.788
-124.08,40.94,0.333333333,0.168682576,0.191192865,0.195325543,0.203919167,0.200415231,0.701
-124.08,40.99,0.333333333,0.359049798,0.367892977,0.323247078,0.352725046,0.241275731,1.113
-124.08,41.36,0.549019608,0.11191021,0.132107023,0.105175292,0.118799755,0.167384486,0.628
-124.07,40.81,0.431372549,0.22894192,0.227982163,0.211602671,0.2357624,0.275112642,1.197
-124.07,40.87,0.745098039,0.114144056,0.127090301,0.163397329,0.140538885,0.109461967,1.2615
-124.06,40.88,0.215686275,0.227198431,0.23522854,0.333472454,0.266993264,0.228244545,1.395
-124.06,41.13,0.411764706,0.355344884,0.44425864,0.287771285,0.352725046,0.217653945,1.194
-124.05,40.59,0.607843137,0.204424104,0.188405797,0.194490818,0.214941825,0.324774715,0.952
-124.05,40.85,0.588235294,0.262830991,0.237458194,0.208681135,0.244335579,0.333035162,1.43
-124.05,40.94,0.254901961,0.158003705,0.119843924,0.10663606,0.109614207,0.500596342,1.656
-124.03,40.45,0.647058824,0.109403945,0.11761427,0.091402337,0.0955297,0.232960067,0.713
-124.02,40.72,0.529411765,0.382586902,0.352285396,0.344949917,0.364972443,0.365491651,1.199
-124.02,40.8,0.411764706,0.281791435,0.241360089,0.248956594,0.269442743,0.384232264,1.339
-124.01,40.89,0.529411765,0.15996513,0.186176143,0.168196995,0.1910594,0.216008481,0.756
-124.01,40.97,0.392156863,0.164650757,0.176700111,0.195742905,0.183098592,0.335508879,1.027
-124,40.22,0.294117647,0.227307399,0.297101449,0.169240401,0.198407838,0.090456312,0.707
-123.98,40.88,0.784313725,0.18709818,0.206243032,0.175083472,0.204531537,0.242115028,0.842
-123.96,40.57,0.588235294,0.20180887,0.202341137,0.183222037,0.18860992,0.200636099,0.926
-123.92,41.54,0.411764706,0.317968835,0.353400223,0.287353923,0.304347826,0.167892482,0.711
-123.91,41.68,0.411764706,0.20464204,0.199554069,0.154006678,0.1910594,0.272649969,1.527
-123.88,40.93,0.529411765,0.138389452,0.143255295,0.107262104,0.133496632,0.30802191,1.063
-123.85,41.32,0.588235294,0.101994116,0.13154961,0.087646077,0.09491733,0.060595017,0.367
-123.84,39.83,0.352941176,0.158984418,0.188405797,0.106427379,0.137783221,0.113514886,1.458
-123.84,40.28,0.529411765,0.305873379,0.336120401,0.227045075,0.266993264,0.176285449,0.74
-123.83,41.88,0.333333333,0.163670045,0.197881828,0.136686144,0.156766687,0.290451895,1.167
-123.82,40.12,0.62745098,0.32505176,0.328316611,0.25375626,0.296387018,0.175269458,0.824
-123.82,40.16,0.352941176,0.248556173,0.352285396,0.246035058,0.276178812,0.079821539,0.768
-123.79,39.5,0.450980392,0.154625695,0.161092531,0.121661102,0.166564605,0.201552699,1.573
-123.78,40.05,0.31372549,0.219788602,0.275362319,0.186560935,0.211267606,0.186246577,1.019
-123.76,41.03,0.450980392,0.259779884,0.313823857,0.219741235,0.252296387,0.172773655,0.798
-123.75,40.11,0.666666667,0.223384548,0.26477146,0.186769616,0.244947949,0.161520452,1.015
-123.74,40.66,0.470588235,0.260760597,0.239130435,0.20409015,0.228413962,0.281274848,1.36
-123.73,40.48,0.470588235,0.21935273,0.2909699,0.154632721,0.152480098,0.134221221,0.771
-123.72,41.09,0.352941176,0.214449166,0.239130435,0.242278798,0.221065524,0.145871985,0.5
-123.71,39.88,0.803921569,0.165195598,0.212374582,0.135851419,0.184323331,0.109914745,0.698
-123.68,40.24,0.588235294,0.201590934,0.25083612,0.190317195,0.218616044,0.135292429,0.543
-123.66,41.3,0.411764706,0.171951618,0.206243032,0.142111853,0.160440906,0.144292782,0.627
-123.63,41.11,0.352941176,0.19559769,0.212931996,0.214524207,0.199020208,0.109461967,0.592
-123.58,39.66,0.274509804,0.200174349,0.271460424,0.184056761,0.202082058,0.192486085,1
-123.53,40.88,0.37254902,0.291816498,0.33277592,0.190525876,0.210042866,0.189018465,0.75
-123.52,41.01,0.31372549,0.170208129,0.191192865,0.106844741,0.134721372,0.182690609,0.838
-123.5,39.67,0.411764706,0.23123025,0.249721293,0.233096828,0.271892223,0.185462497,0.715
-123.48,40.34,0.352941176,0.056227525,0.059085842,0.04403172,0.04776485,0.243881968,0.645
-123.48,40.79,0.274509804,0.067233301,0.088071349,0.05884808,0.062461727,0.155799982,0.792
-123.47,39.8,0.333333333,0.231884058,0.302675585,0.179048414,0.210655236,0.205097623,0.792
-123.43,40.22,0.37254902,0.014274817,0.018394649,0.017111853,0.021432945,0.345116618,0.675
-123.41,40.07,0.31372549,0.048708728,0.083054627,0.028380634,0.031230863,0.037138882,0.875
-123.41,40.61,0.31372549,0.083578511,0.113154961,0.061769616,0.075933864,0.14219454,0.55
-123.41,41.6,0.431372549,0.180015256,0.204570792,0.138564274,0.165952235,0.161796537,0.654
-123.38,41.8,0.470588235,0.211289092,0.26477146,0.20763773,0.23759951,0.198526813,0.544
-123.35,40.99,0.431372549,0.015146562,0.031772575,0.008764608,0.012859767,0.069032158,0.66
-123.34,39.5,0.274509804,0.254985289,0.297101449,0.220993322,0.263931415,0.154253909,0.966
-123.32,40.43,0.274509804,0.07180996,0.080267559,0.026293823,0.033680343,0,0.567
-123.28,40.77,0.470588235,0.083360575,0.113712375,0.061769616,0.072872015,0.12424905,0.792
-123.26,41.86,0.470588235,0.255203225,0.295429208,0.232053422,0.258420086,0.245416998,0.646
-123.24,39.81,0.470588235,0.156151248,0.168338907,0.154632721,0.157379057,0.141233766,0.579
-123.23,39.77,0.470588235,0.225890814,0.241360089,0.205759599,0.229638702,0.080417881,0.603
-123.22,40.16,0.509803922,0.201155062,0.24916388,0.081594324,0.090630741,0.259221221,0.413
-123.22,40.54,0.509803922,0.171188842,0.200111483,0.175709516,0.200857318,0.154993816,0.496
-123.21,40.51,0.294117647,0.026043369,0.045707915,0.030676127,0.036129822,0.096640604,0.488
-123.18,40.58,0.333333333,0.157894737,0.153846154,0.143989983,0.154317208,0.135424949,0.737
-123.17,40.31,0.68627451,0.010460935,0.014492754,0.002712855,0.003674219,0.00398666,0.14999
-123.15,39.74,0.431372549,0.066034652,0.078595318,0.057595993,0.064911206,0.268431399,0.7
-123.13,40.85,0.333333333,0.179579383,0.2090301,0.139816361,0.171463564,0.153878434,0.847
-123.12,40.54,0.431372549,0.118666231,0.119843924,0.111435726,0.121861604,0.151261154,0.615
-123.11,40.6,0.431372549,0.076931459,0.11148272,0.064899833,0.082057563,0.072919428,0.65
-123.08,40.4,0.176470588,0.03955541,0.05574136,0.028171953,0.028781384,0.143232618,0.375
-123.08,41.26,0.647058824,0.301950528,0.377369008,0.221410684,0.258420086,0.129848043,0.633
-122.96,40.77,0.549019608,0.178162798,0.164437012,0.156093489,0.164115126,0.30802191,0.931
-122.95,40.67,0.31372549,0.163016236,0.183389075,0.118739566,0.146968769,0.168621345,0.942
-122.95,40.71,0.490196078,0.242889833,0.233556299,0.204924875,0.221677893,0.218581588,0.888
-122.93,40.78,0.37254902,0.40928408,0.443701226,0.350584307,0.462339253,0.206157788,0.912
-122.93,41.48,0.37254902,0.467037158,0.438684504,0.374582638,0.402939375,0.245505345,0.796
-122.92,41.7,0.431372549,0.437506811,0.440356745,0.339941569,0.377832211,0.205097623,0.62
-122.9,41.46,0.588235294,0.138934292,0.14548495,0.124165275,0.146356399,0.135756251,0.617
-122.89,40.76,0.254901961,0.077367331,0.071906355,0.055300501,0.053888549,0.209371411,1.021
-122.86,40.56,0.215686275,0.146888962,0.166109253,0.087228715,0.104102878,0.136871632,0.813
-122.81,40.93,0.294117647,0.223166612,0.261426979,0.121661102,0.118187385,0.243881968,0.889
-122.79,40.75,0.31372549,0.41941811,0.454849498,0.281093489,0.341702388,0.179465942,0.717
-122.76,40.4,0.411764706,0.234390324,0.255852843,0.187395659,0.1910594,0.179465942,1.232
-122.74,39.71,0.294117647,0.027568922,0.039576366,0.016694491,0.022045315,0.128191536,0.14999
-122.73,41.76,0.352941176,0.239511823,0.229654404,0.197203673,0.223515003,0.224821097,0.942
-122.72,40.17,0.294117647,0.042933421,0.042363434,0.038188648,0.042865891,0.098175634,0.875
-122.68,41.15,0.607843137,0.088808979,0.113712375,0.045701169,0.053276179,0.345779221,0.904
-122.66,40.52,0.235294118,0.328102866,0.269788183,0.282971619,0.314145744,0.445688665,1.712
-122.65,41.72,0.274509804,0.396752751,0.445373467,0.37124374,0.453766075,0.149461083,0.575
-122.64,41.63,0.352941176,0.296393157,0.265886288,0.230175292,0.262094305,0.287823571,1
-122.64,41.73,0.823529412,0.263702735,0.269788183,0.223601836,0.279240661,0.17063124,0.672
-122.64,41.74,0.62745098,0.287893647,0.254738016,0.231218698,0.294549908,0.310274759,0.813
-122.64,41.95,0.333333333,0.203225455,0.23522854,0.166318865,0.1910594,0.14624746,0.535
-122.61,41.74,0.274509804,0.458101776,0.512820513,0.387729549,0.530924679,0.172188356,0.557
-122.57,39.9,0.274509804,0.421815408,0.45039019,0.353088481,0.38273117,0.215964308,0.556
-122.57,40.61,0.509803922,0.167592895,0.174470457,0.183222037,0.195345989,0.254406308,0.934
-122.56,40.75,0.37254902,0.128582325,0.138238573,0.105801336,0.127372933,0.142857143,0.745
-122.56,41.53,0.549019608,0.188187861,0.196767001,0.175918197,0.199632578,0.188013517,0.609
-122.56,41.69,0.392156863,0.218807889,0.199554069,0.196577629,0.186160441,0.211016874,0.701
-122.53,39.5,0.470588235,0.133921761,0.132664437,0.136268781,0.127985303,0.219343582,0.719
-122.53,41.81,0.392156863,0.261305438,0.269230769,0.230383973,0.270055113,0.139588303,0.554
-122.49,41.43,0.352941176,0.401765283,0.357859532,0.321160267,0.345376607,0.289899726,0.761
-122.46,40.52,0.235294118,0.226980495,0.178372352,0.223706177,0.202694427,0.520695291,1.465
-122.45,40.46,0.294117647,0.297700774,0.278149387,0.293823038,0.295162278,0.254947434,1.057
-122.45,40.56,0.31372549,0.186335404,0.170011148,0.199916528,0.200244948,0.379627176,1.487
-122.45,40.61,0.31372549,0.085322001,0.085284281,0.085976628,0.082057563,0.201983391,0.582
-122.45,40.85,0.37254902,0.294104827,0.318283166,0.185100167,0.218003674,0.251093294,1.078
-122.45,41.28,0.274509804,0.298354582,0.279264214,0.246869783,0.271279853,0.32600053,1.288
-122.43,40.47,0.294117647,0.386836657,0.391304348,0.374791319,0.401714636,0.182182613,0.977
-122.43,40.66,0.274509804,0.275689223,0.254180602,0.245826377,0.274341702,0.2254837,0.922
-122.42,40.32,0.294117647,0.215320911,0.207915273,0.199499165,0.202694427,0.241054864,0.839
-122.42,40.57,0.176470588,0.865969271,0.728539576,0.66172788,0.710961421,0.39866596,1.201
-122.42,40.59,0.450980392,0.549525989,0.540691193,0.462228715,0.598285364,0.240668345,1.389
-122.42,40.6,0.078431373,0.284624605,0.240245262,0.265025042,0.250459277,0.325393144,1.229
-122.42,40.63,0.431372549,0.244742291,0.271460424,0.235183639,0.270667483,0.126225815,0.804
-122.41,40.53,0.529411765,0.122589081,0.135451505,0.111227045,0.126148194,0.169747769,0.72
-122.41,40.55,0.352941176,0.408739239,0.423076923,0.40630217,0.450704225,0.286630886,0.865
-122.41,40.58,0.666666667,0.22556391,0.213489409,0.213689482,0.228413962,0.259662956,0.756
-122.4,40.51,0.37254902,0.19047619,0.19509476,0.172996661,0.206981017,0.219222104,1.006
-122.4,40.57,0.431372549,0.143728887,0.143255295,0.155258765,0.134721372,0.127562064,0.901
-122.4,40.58,0.794117647,0.291271657,0.341415831,0.26283389,0.362829149,0.172210443,0.912
-122.4,40.62,0.156862745,0.522175003,0.494425864,0.450125209,0.528475199,0.291986925,1.031
-122.4,40.71,0.411764706,0.260215757,0.268673356,0.234974958,0.275566442,0.181762965,0.847
-122.39,40.52,0.450980392,0.225128037,0.191750279,0.197412354,0.202082058,0.378865182,0.859
-122.39,40.53,0.529411765,0.155279503,0.168338907,0.14336394,0.173300674,0.179465942,0.808
-122.39,40.57,0.725490196,0.092949766,0.094760312,0.096619366,0.090630741,0.100406396,0.844
-122.39,40.58,0.843137255,0.176855181,0.217391304,0.195951586,0.211267606,0.121178991,0.689
-122.39,40.59,0.490196078,0.139152228,0.24303233,0.265233723,0.255970606,0.081776217,0.813
-122.39,40.6,0.411764706,0.238966983,0.271460424,0.212020033,0.280465401,0.100781871,0.665
-122.39,40.64,0.235294118,0.392502997,0.391304348,0.332429048,0.409063074,0.211392349,0.787
-122.39,41.41,0.431372549,0.09894301,0.109810479,0.076168614,0.102265769,0.137479018,0.801
-122.38,39.68,0.392156863,0.125640187,0.115942029,0.105383973,0.105939988,0.208189769,0.675
-122.38,40.09,0.294117647,0.22610875,0.21516165,0.239983306,0.23698714,0.291125541,0.848
-122.38,40.2,0.294117647,0.296393157,0.283723523,0.284015025,0.301898347,0.258945136,0.877
-122.38,40.54,0.68627451,0.13228724,0.132664437,0.133973289,0.138395591,0.242346939,0.753
-122.38,40.56,0.431372549,0.248338237,0.226309922,0.241861436,0.255970606,0.335144447,1.012
-122.38,40.57,0.823529412,0.245069195,0.301003344,0.307595993,0.312308634,0.117910151,0.582
-122.38,40.58,0.666666667,0.167048055,0.1803233,0.137416528,0.195345989,0.140030038,0.737
-122.38,40.61,0.254901961,0.519886673,0.630434783,0.437395659,0.655235762,0.135038431,1.05
-122.38,40.67,0.176470588,0.248338237,0.246376812,0.264816361,0.266993264,0.189073681,0.656
-122.38,40.69,0.392156863,0.193091424,0.205128205,0.181552588,0.215554195,0.13719189,0.615
-122.38,41.43,0.862745098,0.244415386,0.248606466,0.239983306,0.256582976,0.127109285,0.462
-122.38,41.54,0.254901961,0.48501689,0.443143813,0.378130217,0.418248622,0.248133669,0.811
-122.37,40.39,0.215686275,0.412008282,0.390189521,0.410058431,0.390079608,0.309280855,0.985
-122.37,40.45,0.333333333,0.190258254,0.186733556,0.19115192,0.199020208,0.312704303,0.854
-122.37,40.52,0.333333333,0.495259889,0.4303233,0.47245409,0.467850582,0.363294019,0.981
-122.37,40.54,0.529411765,0.240928408,0.216276477,0.227671119,0.230251072,0.352548812,0.869
-122.37,40.55,0.490196078,0.156151248,0.129319955,0.112479132,0.14084507,0.239707571,1.367
-122.37,40.58,0.470588235,0.223602484,0.274804905,0.173205342,0.289650949,0.182646435,0.769
-122.37,40.6,0.117647059,0.564018743,0.743589744,0.532554257,0.784445805,0.21070766,1.114
-122.37,41.41,0.529411765,0.188187861,0.232441472,0.192821369,0.225352113,0.085045057,0.531
-122.36,40.48,0.392156863,0.254004577,0.285395764,0.271911519,0.310471525,0.175589716,0.748
-122.36,40.55,0.392156863,0.272202245,0.258639911,0.296953255,0.306184936,0.237587243,1.133
-122.36,40.56,0.37254902,0.39119538,0.482720178,0.388146912,0.47703613,0.168510911,0.648
-122.36,40.57,0.588235294,0.046747303,0.049052397,0.047161937,0.04654011,0.185981535,0.773
-122.36,40.58,0.31372549,0.132723112,0.152173913,0.165901503,0.158603797,0.156617192,1.188
-122.36,40.62,0.196078431,0.424321674,0.492753623,0.395868114,0.515003062,0.197742733,0.942
-122.36,40.66,0.31372549,0.303367113,0.310479376,0.317821369,0.315370484,0.166975881,0.758
-122.36,40.68,0.529411765,0.18993135,0.210144928,0.209933222,0.225352113,0.16997968,0.598
-122.36,40.69,0.607843137,0.393265773,0.429208473,0.428839733,0.463563993,0.137247107,0.606
-122.35,40.25,0.176470588,0.176419309,0.176142698,0.179674457,0.172075934,0.331312395,1.043
-122.35,40.54,0.31372549,0.248229269,0.251393534,0.202629382,0.264543784,0.244069706,0.978
-122.35,40.56,0.254901961,0.36487959,0.410535117,0.399624374,0.435701164,0.159482949,0.834
-122.35,40.57,0.37254902,0.153154626,0.162486065,0.123852254,0.169626454,0.217896899,0.7845
-122.35,40.68,0.68627451,0.198321892,0.24916388,0.19303005,0.243110839,0.097203817,0.566
-122.34,40.32,0.215686275,0.419091206,0.382943144,0.417988314,0.417023882,0.235809259,0.922
-122.34,40.51,0.294117647,0.244633322,0.2787068,0.250626043,0.282302511,0.165065377,1.192
-122.34,40.57,0.470588235,0.206657949,0.21599777,0.216715359,0.234537661,0.20423624,0.7535
-122.34,40.58,0.117647059,0.527514438,0.551839465,0.462854758,0.56950398,0.282158318,1.017
-122.34,40.63,0.176470588,0.237659366,0.204570792,0.220367279,0.197795468,0.351775775,1.516
-122.34,41.06,0.62745098,0.233954451,0.276477146,0.130634391,0.165952235,0.152586359,0.658
-122.34,41.21,0.490196078,0.019178381,0.021181717,0.010434057,0.014084507,0.169802986,0.575
-122.33,40.47,0.568627451,0.272420181,0.290412486,0.269407346,0.293325168,0.179465942,0.661
-122.33,40.48,0.490196078,0.075514874,0.069119287,0.065525876,0.074709124,0.306884442,1.016
-122.33,40.52,0.431372549,0.305001635,0.281493868,0.273998331,0.276791182,0.332206909,1.167
-122.33,40.57,0.294117647,0.302386401,0.279264214,0.29778798,0.304960196,0.227416291,0.759
-122.33,40.6,0.078431373,0.69532527,0.671125975,0.61769616,0.697489284,0.365579998,1.111
-122.33,41.86,0.352941176,0.391958156,0.386287625,0.327003339,0.366809553,0.191503225,0.586
-122.32,40.42,0.31372549,0.328756674,0.321070234,0.31990818,0.33251684,0.25323571,0.765
-122.32,40.57,0.274509804,0.274817478,0.24916388,0.285684474,0.28475199,0.318237035,0.938
-122.32,40.58,0.019607843,0.21085322,0.193979933,0.156719533,0.166564605,0.276095503,1.142
-122.32,40.71,0.333333333,0.313501144,0.321070234,0.290901503,0.357624005,0.210232794,1.054
-122.32,41.31,0.862745098,0.151574589,0.162764771,0.107679466,0.151255358,0.076376005,0.719
-122.31,40.45,0.323529412,0.205895173,0.219899666,0.235183639,0.242804654,0.169471685,0.636
-122.31,40.47,0.490196078,0.296502125,0.306020067,0.27566778,0.33374158,0.205351621,0.66
-122.31,40.49,0.333333333,0.438487523,0.399108138,0.360183639,0.43049602,0.314747328,1.184
-122.31,40.65,0.196078431,0.399041081,0.359531773,0.350792988,0.374157991,0.268784787,1.416
-122.31,40.75,0.333333333,0.153536014,0.182831661,0.102045075,0.137783221,0.109461967,0.758
-122.31,40.89,0.333333333,0.08194399,0.088628763,0.050500835,0.064298836,0.194186766,0.788
-122.3,40.45,0.607843137,0.139915005,0.149944259,0.143781302,0.14329455,0.127882322,0.685
-122.3,40.58,0.352941176,0.113435763,0.112597547,0.104340568,0.110838947,0.121852637,0.988
-122.3,41.31,0.549019608,0.44208347,0.437569677,0.353714524,0.42865891,0.21564405,0.971
-122.3,41.32,0.235294118,0.25040863,0.28483835,0.239148581,0.297611758,0.183010867,0.815
-122.29,40.39,0.31372549,0.183066362,0.183946488,0.184056761,0.19228414,0.148411962,0.764
-122.29,40.43,0.392156863,0.309469325,0.355629877,0.344949917,0.371096142,0.165032247,0.598
-122.29,40.44,0.568627451,0.138171516,0.202341137,0.174248748,0.197183099,0.098341285,0.481
-122.29,40.47,0.37254902,0.311212815,0.340022297,0.295701169,0.359461115,0.16187384,0.63
-122.28,40.5,0.392156863,0.261850278,0.264214047,0.248747913,0.251071647,0.237311158,0.831
-122.28,41.38,0.274509804,0.573607933,0.573578595,0.446994992,0.540722596,0.254406308,1.101
-122.27,40.39,0.490196078,0.19952054,0.234113712,0.19490818,0.248622168,0.09466384,0.59
-122.27,40.46,0.254901961,0.286694998,0.294314381,0.275250417,0.312921004,0.196229791,0.786
-122.27,40.53,0.31372549,0.245505067,0.230769231,0.243322204,0.250459277,0.26229128,1.298
