Longitude,Latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-123.01,38.8,0.392156863,0.03901057,0.052396878,0.026293823,0.044090631,0.333035162,1.333
-123,38.33,0.137254902,0.350986161,0.353957637,0.17654424,0.254745867,0.568137645,3.648
-123,38.51,0.62745098,0.170317097,0.216276477,0.157345576,0.18922229,0.239939482,1.531
-122.98,38.44,0.549019608,0.484689986,0.522296544,0.276085142,0.360073484,0.287138882,1.621
-122.97,38.5,0.843137255,0.35218481,0.414715719,0.231010017,0.2865891,0.157544836,1.327
-122.97,38.53,0.921568627,0.429007301,0.47826087,0.261268781,0.348438457,0.178527255,0.987
-122.96,38.26,0.37254902,0.215756783,0.198439242,0.063230384,0.079608083,0.291876491,2.409
-122.96,38.42,0.960784314,0.275471287,0.2909699,0.195116861,0.219840784,0.269193392,1.229
-122.95,38.73,0.705882353,0.16846464,0.181716834,0.179048414,0.174525413,0.27379848,1.513
-122.94,38.49,0.705882353,0.345101885,0.399665552,0.161101836,0.209430496,0.243760491,1.171
-122.94,38.5,0.882352941,0.248229269,0.273132664,0.16736227,0.222902633,0.235411697,1.17
-122.94,38.53,0.941176471,0.124114634,0.132107023,0.104340568,0.111451317,0.354978355,1.488
-122.94,38.57,0.62745098,0.166503215,0.147157191,0.150876461,0.151867728,0.508061666,2.667
-122.94,38.64,0.490196078,0.441102757,0.395763657,0.431343907,0.388242498,0.395154166,2.878
-122.93,38.02,0.529411765,0.139697069,0.146599777,0.130008347,0.132884262,0.33649174,2
-122.93,38.38,0.333333333,0.278958265,0.277591973,0.234348915,0.252296387,0.379196484,2.625
-122.92,38.97,0.37254902,0.225019069,0.212931996,0.187604341,0.202694427,0.27536664,1.342
-122.91,38.43,0.352941176,0.21423123,0.193979933,0.176752922,0.187385181,0.460575139,2.698
-122.91,38.49,0.705882353,0.268824234,0.288182832,0.236227045,0.289038579,0.346143652,1.465
-122.9,38.28,1,0.138716356,0.120401338,0.129799666,0.112063686,0.204114763,1.635
-122.89,38.38,0.294117647,0.219570666,0.204570792,0.193238731,0.204531537,0.581599523,2.675
-122.89,38.4,0.411764706,0.315789474,0.29877369,0.300500835,0.314145744,0.442960951,2.968
-122.89,38.42,0.529411765,0.259997821,0.242474916,0.210767947,0.232088181,0.513660659,2.683
-122.89,38.93,0.37254902,0.132069304,0.136566332,0.104131886,0.135333742,0.245041523,1.057
-122.88,38.34,0.37254902,0.370709382,0.348940914,0.341402337,0.357011635,0.50330197,2.762
-122.88,38.46,0.470588235,0.170099161,0.173913043,0.152754591,0.185548071,0.228465412,2.492
-122.87,38.39,0.647058824,0.12378773,0.113154961,0.111853088,0.109001837,0.443369556,2.714
-122.87,38.43,0.68627451,0.216301624,0.214604236,0.221202003,0.211267606,0.391454634,1.722
-122.87,38.48,0.509803922,0.424103738,0.431438127,0.381260434,0.436619718,0.332251082,1.878
-122.87,38.61,0.431372549,0.291380625,0.289297659,0.302796327,0.304960196,0.357385811,1.737
-122.87,38.62,0.666666667,0.230521957,0.251114827,0.252921536,0.272198408,0.241739553,1.6805
-122.87,38.68,0.607843137,0.443609023,0.399108138,0.427378965,0.383955909,0.357286421,2.28
-122.86,38.1,0.843137255,0.283316988,0.282608696,0.143155259,0.208818126,0.421039845,2.615
-122.86,38.42,0.725490196,0.126838836,0.123188406,0.120826377,0.136558481,0.349721707,2.444
-122.86,38.44,0.588235294,0.166939087,0.161649944,0.148372287,0.175137783,0.325470448,2.095
-122.86,38.61,1,0.190803095,0.210702341,0.203881469,0.231475811,0.320412581,1.833
-122.86,38.62,0.666666667,0.282772148,0.289855072,0.255843072,0.304347826,0.247736107,1.74
-122.85,38.37,0.294117647,0.191783807,0.162207358,0.167988314,0.180649112,0.435528757,3.05
-122.85,38.46,0.411764706,0.362427809,0.305462653,0.2721202,0.312308634,0.464992491,2.662
-122.85,38.52,0.235294118,0.523700556,0.471571906,0.53484975,0.465401102,0.348794063,1.832
-122.85,38.62,0.294117647,0.481203008,0.391304348,0.3971202,0.425597061,0.451828783,2.446
-122.85,38.77,0.333333333,0.310994879,0.28483835,0.21327212,0.246785058,0.463313897,2.417
-122.85,39,0.37254902,0.171951618,0.176142698,0.156093489,0.153092468,0.151349501,0.885
-122.84,38.07,0.588235294,0.202244742,0.203455964,0.14524207,0.180649112,0.367413199,2.707
-122.84,38.39,0.294117647,0.18372017,0.161649944,0.164440735,0.170238824,0.434645287,2.169
-122.84,38.4,0.274509804,0.335403727,0.342809365,0.300709516,0.365584813,0.350041965,1.944
-122.84,38.41,0.352941176,0.23853111,0.216833891,0.221202003,0.246172688,0.40033351,2.046
-122.84,38.42,0.549019608,0.300098071,0.306020067,0.287145242,0.323943662,0.271954236,2.373
-122.84,38.98,0.392156863,0.102103084,0.096989967,0.114983306,0.107777097,0.134696086,0.75
-122.83,38.39,0.352941176,0.192110712,0.218506132,0.18009182,0.23637477,0.216682127,2.603
-122.83,38.4,0.705882353,0.24136428,0.250278707,0.211602671,0.260869565,0.289535295,1.785
-122.83,38.58,0.31372549,0.566307072,0.569119287,0.423831386,0.543784446,0.303173867,1.688
-122.83,38.89,0.196078431,0.06952163,0.073578595,0.054883139,0.053888549,0.325945313,1
-122.83,38.96,0.274509804,0.143401983,0.163879599,0.117278798,0.167789345,0.15121698,0.938
-122.83,38.98,0.31372549,0.150484908,0.192307692,0.148998331,0.180036742,0.12329932,0.778
-122.83,38.99,0.274509804,0.031273837,0.026198439,0.038814691,0.031843233,0.13068734,1.139
-122.82,38.33,0.470588235,0.333987142,0.316053512,0.333263773,0.33557869,0.385612687,2.441
-122.82,38.38,0.509803922,0.279285169,0.265886288,0.255008347,0.28475199,0.443203905,2.599
-122.82,38.39,0.509803922,0.148251062,0.138238573,0.139294658,0.141151255,0.40680493,2.373
-122.82,38.4,0.764705882,0.261959246,0.234671126,0.218906511,0.259644825,0.373785228,2.159
-122.82,38.41,0.607843137,0.076168683,0.100334448,0.101001669,0.101653399,0.25235224,1.693
-122.82,38.44,0.431372549,0.168791544,0.130434783,0.114774624,0.147581139,0.461535913,3.047
-122.82,38.53,0.509803922,0.19843086,0.199554069,0.188230384,0.192896509,0.306575227,1.729
-122.82,38.55,0.137254902,0.674294432,0.605351171,0.618113523,0.611145132,0.371245251,1.951
-122.82,38.61,0.784313725,0.296175221,0.278149387,0.204924875,0.221677893,0.38977604,2.017
-122.82,38.64,0.549019608,0.236896589,0.213489409,0.232053422,0.227801592,0.371963071,1.886
-122.81,38.08,0.352941176,0.175765501,0.202898551,0.16903172,0.205143907,0.326994434,2.388
-122.81,38.36,0.333333333,0.261196469,0.215719064,0.234974958,0.23821188,0.527542186,2.939
-122.81,38.46,0.529411765,0.389887763,0.339464883,0.339941569,0.345988977,0.468802456,2.486
-122.81,38.54,0.215686275,0.249209981,0.339464883,0.190734558,0.329454991,0.072378302,1.393
-122.8,38.18,0.68627451,0.25890814,0.264214047,0.198664441,0.220453154,0.345116618,2.531
-122.8,38.37,0.490196078,0.177835894,0.174470457,0.188647746,0.192896509,0.405645375,2.572
-122.8,38.39,0.490196078,0.247466492,0.26309922,0.23351419,0.255970606,0.270054775,1.667
-122.79,38.42,0.156862745,0.541026479,0.49219621,0.537562604,0.559093693,0.501159555,1.856
-122.79,38.5,0.333333333,0.527078566,0.510590858,0.573873122,0.513778322,0.358920841,2.483
-122.79,38.54,0.078431373,0.4341288,0.409698997,0.392737896,0.419473362,0.361880466,2.138
-122.78,38.37,0.392156863,0.086411681,0.08974359,0.085350584,0.097979179,0.36434314,1.75
-122.78,38.41,0.823529412,0.14699793,0.15328874,0.209933222,0.180649112,0.231005389,1.44
-122.78,38.44,0.254901961,0.451236788,0.364548495,0.326377295,0.383955909,0.383945136,3.453
-122.78,38.52,0.431372549,0.273400894,0.30490524,0.218489149,0.321494182,0.220017228,1.92
-122.78,38.53,0.156862745,0.398496241,0.362318841,0.393155259,0.385793019,0.416523103,2.508
-122.78,38.97,0.196078431,0.563691838,0.540133779,0.446368948,0.483772198,0.281241717,0.973
-122.77,38.29,0.607843137,0.348588863,0.301003344,0.388981636,0.316595224,0.303063433,2.68
-122.77,38.33,0.607843137,0.223602484,0.179487179,0.174874791,0.186160441,0.451409135,2.907
-122.77,38.39,0.666666667,0.284297701,0.263656633,0.268781302,0.282302511,0.248487057,1.975
-122.77,38.92,0.490196078,0.077367331,0.076923077,0.060100167,0.060012247,0.387843449,1.194
-122.76,38.35,0.568627451,0.246049907,0.20735786,0.198873122,0.218616044,0.500530082,2.224
-122.76,38.44,0.225490196,0.395935491,0.367056856,0.358096828,0.390691978,0.417047663,1.751
-122.76,38.45,0.137254902,0.634303149,0.614269788,0.596619366,0.636252296,0.34558044,1.836
-122.76,38.46,0.254901961,0.519341833,0.42335563,0.458159432,0.458052664,0.426357231,2.0615
-122.76,38.52,0.098039216,0.225672878,0.21516165,0.171327212,0.228413962,0.282169361,2.241
-122.75,38.41,0.31372549,0.343031492,0.32664437,0.386477462,0.372320882,0.383083753,1.65
-122.75,38.43,0.68627451,0.174022012,0.191192865,0.225584307,0.1910594,0.239287923,1.491
-122.75,38.46,0.264705882,0.3798627,0.45206243,0.443343072,0.401102266,0.256940763,1.4485
-122.75,38.48,0.058823529,0.706657949,0.618729097,0.616235392,0.691365585,0.446351268,1.974
-122.75,38.5,0.294117647,0.457012095,0.35451505,0.356427379,0.375382731,0.54654784,2.521
-122.75,38.54,0.098039216,0.731938542,0.565217391,0.562186978,0.609308022,0.550921018,2.542
-122.74,38.42,0.803921569,0.223166612,0.240802676,0.222871452,0.253521127,0.207074388,1.41
-122.74,38.43,0.196078431,0.508662962,0.560200669,0.506051753,0.587875077,0.279861295,1.423
-122.74,38.44,0.37254902,0.277977553,0.307971014,0.299874791,0.316901408,0.289463513,1.561
-122.74,38.45,0.392156863,0.313610112,0.301003344,0.311978297,0.336803429,0.387230542,1.7505
-122.74,38.46,0.156862745,0.246921652,0.329988852,0.272537563,0.357011635,0.23862532,0.915
-122.74,38.47,0.294117647,0.155170535,0.158862876,0.10851419,0.157991427,0.283980475,1.617
-122.74,38.48,0.215686275,0.454614798,0.372352285,0.391694491,0.394978567,0.447378302,1.783
-122.74,38.83,0.215686275,0.491772911,0.505574136,0.323247078,0.322106552,0.315089672,0.908
-122.73,38.26,0.666666667,0.429225237,0.358416945,0.347036728,0.378444581,0.429046294,3.177
-122.73,38.34,0.843137255,0.080745342,0.085284281,0.089524207,0.097979179,0.229923138,2.096
-122.73,38.37,0.764705882,0.151138716,0.171125975,0.174457429,0.175137783,0.288176959,1.833
-122.73,38.4,0.568627451,0.401765283,0.414715719,0.468489149,0.425597061,0.273334659,1.573
-122.73,38.42,0.490196078,0.157349896,0.163879599,0.183430718,0.179424372,0.425435109,1.5
-122.73,38.43,0.411764706,0.323526207,0.383779264,0.365087646,0.394672382,0.270551727,1.554
-122.73,38.44,0.522875817,0.185463659,0.193236715,0.209168058,0.20534803,0.263483965,1.438333333
-122.73,38.46,0.254901961,0.346627438,0.570791527,0.348393155,0.560624617,0.153906043,1.427
-122.73,38.47,0.294117647,0.199629509,0.216833891,0.206385643,0.23759951,0.356336691,1.565
-122.72,38.31,0.490196078,0.178925575,0.162764771,0.166110184,0.176974893,0.429664723,2.48
-122.72,38.35,0.294117647,0.332025716,0.338350056,0.348497496,0.377219841,0.211127308,1.625
-122.72,38.42,0.516339869,0.249355272,0.257710888,0.325751252,0.274954072,0.233626351,1.473666667
-122.72,38.43,0.588235294,0.21989757,0.264214047,0.292779633,0.266380894,0.228995494,1.311
-122.72,38.44,0.973856209,0.070756602,0.09345968,0.095367279,0.104307001,0.15311276,1.357
-122.72,38.45,0.784313725,0.189713414,0.206800446,0.16172788,0.217391304,0.292296139,1.755
-122.72,38.46,0.666666667,0.157240928,0.171125975,0.164858097,0.187385181,0.265858291,1.57
-122.72,38.47,0.549019608,0.185681595,0.230211817,0.205550918,0.24004899,0.16491077,1.648
-122.72,38.48,0.431372549,0.249972758,0.197324415,0.187186978,0.203306797,0.610687782,2.891
-122.72,38.58,0.058823529,0.767135229,0.612040134,0.611644407,0.637477036,0.503092146,2.408
-122.71,37.88,0.392156863,0.30979623,0.30657748,0.123956594,0.151867728,0.421039845,4.958
-122.71,37.9,0.431372549,0.135992154,0.142140468,0.09015025,0.113900796,0.288795388,2.426
-122.71,38.33,0.235294118,0.436853002,0.520624303,0.429674457,0.558481323,0.352880113,1.576
-122.71,38.34,0.421568627,0.21733682,0.25613155,0.227671119,0.26362523,0.264025091,1.418
-122.71,38.35,0.196078431,0.244088482,0.38851728,0.25,0.391916718,0.203915982,1.042
-122.71,38.37,0.294117647,0.256401874,0.191192865,0.210559265,0.211879976,0.563422122,2.53
-122.71,38.4,0.31372549,0.183938106,0.257525084,0.17278798,0.271279853,0.103708366,1.406
-122.71,38.42,0.431372549,0.170752969,0.229654404,0.214106845,0.224127373,0.124436788,1.292
-122.71,38.43,0.862745098,0.170208129,0.23606466,0.187708681,0.257501531,0.150686898,1.2695
-122.71,38.44,0.754901961,0.106243871,0.147714604,0.096723706,0.14329455,0.114221663,3.0415
-122.71,38.45,0.888888889,0.294577022,0.309364548,0.239287702,0.329250868,0.261518244,1.987666667
-122.71,38.46,0.676470588,0.243407432,0.274386845,0.217810935,0.288885487,0.281327304,1.773
-122.71,38.5,0.274509804,0.614906832,0.461538462,0.483931553,0.469687691,0.674805637,3.309
-122.71,38.91,0.37254902,0.004249755,0.008918618,0.018572621,0.004898959,0.096640604,0.55
-122.7,38.03,0.803921569,0.153427046,0.170568562,0.129173623,0.177587263,0.401758106,3.091
-122.7,38.23,0.901960784,0.227525335,0.214604236,0.21869783,0.229638702,0.338744589,3.103
-122.7,38.31,0.254901961,0.343576332,0.322185061,0.251043406,0.305572566,0.408218482,2.581
-122.7,38.33,0.424836601,0.171043551,0.169453735,0.179952699,0.181465605,0.313631946,1.584666667
-122.7,38.34,0.352941176,0.325269696,0.375696767,0.370826377,0.420085732,0.256891068,1.545
-122.7,38.35,0.274509804,0.15685954,0.153846154,0.113731219,0.161665646,0.311428792,1.6265
-122.7,38.36,0.196078431,0.633649341,0.488294314,0.528589316,0.535211268,0.410935153,2.271
-122.7,38.39,0.294117647,0.536122916,0.673913043,0.532554257,0.66503368,0.17576641,1.681
-122.7,38.43,0.529411765,0.172496459,0.228539576,0.283180301,0.258420086,0.12905292,1.141
-122.7,38.44,0.777777778,0.104972576,0.133965069,0.122078464,0.135537865,0.267599464,1.670333333
-122.7,38.45,0.712418301,0.178852929,0.193236715,0.124513077,0.200653195,0.2862186,2.214666667
-122.7,38.46,0.549019608,0.314808761,0.254738016,0.210141903,0.268830374,0.501546073,2.402
-122.7,38.66,0.823529412,0.150593876,0.157190635,0.120409015,0.135946111,0.376181641,2.1
-122.7,38.97,0.31372549,0.278086521,0.299888517,0.149833055,0.194121249,0.302323527,1.142
-122.7,38.99,0.333333333,0.128037485,0.123745819,0.03672788,0.063074097,0.20495406,1.347
-122.7,39,0.333333333,0.086193745,0.081382386,0.037771285,0.034905083,0.200172277,1.625
-122.69,37.91,0.823529412,0.188296829,0.180602007,0.130217028,0.169626454,0.421801838,2.387
-122.69,38.27,0.607843137,0.255203225,0.240802676,0.221410684,0.233925291,0.389985864,2.85
-122.69,38.3,0.568627451,0.426827939,0.413043478,0.352253756,0.423147581,0.318358512,2.921
-122.69,38.32,0.284313725,0.341778359,0.308807135,0.347245409,0.330679731,0.513180272,1.78
-122.69,38.34,0.303921569,0.312956304,0.324414716,0.320012521,0.3455297,0.361963292,1.5615
-122.69,38.35,0.254901961,0.176255857,0.121794872,0.166527546,0.139007961,0.589197367,2.2355
-122.69,38.36,0.098039216,0.59867059,0.76477146,0.521076795,0.726883037,0.218968107,1.775
-122.69,38.37,0.137254902,0.688678217,0.556856187,0.618530885,0.637477036,0.477449421,2.14
-122.69,38.44,0.673202614,0.167338636,0.154403567,0.134390651,0.160236783,0.317787938,1.742333333
-122.69,38.45,0.68627451,0.211507028,0.186733556,0.147328881,0.193508879,0.377595194,1.83
-122.69,38.46,0.607843137,0.323417239,0.279821628,0.232053422,0.312308634,0.496963071,2.759
-122.69,38.51,0.333333333,0.366350659,0.278149387,0.299874791,0.308634415,0.68308817,3.13
-122.69,38.94,0.156862745,0.135447314,0.129319955,0.106844741,0.113288426,0.289899726,0.934
-122.68,38.01,0.784313725,0.203007519,0.217391304,0.171118531,0.224739743,0.408737521,2.554
-122.68,38.07,0.490196078,0.157240928,0.134894091,0.105383973,0.125535824,0.566591572,4.3
-122.68,38.25,0.549019608,0.143075079,0.132664437,0.134599332,0.138395591,0.367413199,3.06
-122.68,38.36,0.137254902,0.819221968,0.743589744,0.798831386,0.786895285,0.422729481,1.841
-122.68,38.4,0.607843137,0.307725836,0.348383501,0.36769616,0.383343539,0.28765792,1.414
-122.68,38.43,0.441176471,0.174730304,0.163879599,0.135747078,0.176974893,0.478515107,2.6315
-122.68,38.44,0.617647059,0.223548,0.234949833,0.207011686,0.252908757,0.296260712,1.6545
-122.68,38.45,0.68627451,0.183502234,0.167781494,0.154215359,0.184935701,0.388064317,1.631
-122.68,38.46,0.31372549,0.362573099,0.304347826,0.269407346,0.309655032,0.475152399,2.418333333
-122.68,38.48,0.274509804,0.171406778,0.144927536,0.148372287,0.157379057,0.534609948,2.446
-122.68,38.76,0.549019608,0.108096328,0.124860647,0.061978297,0.070422535,0.200172277,0.679
-122.68,38.98,0.509803922,0.25040863,0.282051282,0.108722871,0.154317208,0.185959449,1.097
-122.67,38.24,0.549019608,0.287893647,0.257525084,0.285267112,0.274341702,0.502970669,2.618
-122.67,38.25,0.607843137,0.145036504,0.129877369,0.136686144,0.124923454,0.39457991,2.885
-122.67,38.31,0.529411765,0.208455922,0.232441472,0.19303005,0.208205756,0.363062108,2.927
-122.67,38.33,0.058823529,0.879372344,0.894091416,0.901085142,0.902020821,0.381206379,2.203
-122.67,38.43,0.31372549,0.207420726,0.19509476,0.170596828,0.2134109,0.377700106,1.9955
-122.67,38.44,0.578431373,0.344230141,0.330267559,0.306865609,0.35915493,0.364453574,1.843
-122.67,38.45,0.450980392,0.28549635,0.291527313,0.21327212,0.311083895,0.267503755,2.426
-122.67,38.47,0.323529412,0.288547456,0.338628763,0.280363105,0.355174525,0.250088347,1.923
-122.66,37.93,0.803921569,0.163779013,0.179487179,0.114357262,0.168401715,0.406319021,3.5
-122.66,38.2,0.745098039,0.314590825,0.287068004,0.280884808,0.298224127,0.420277851,2.513
-122.66,38.27,0.294117647,0.165740438,0.170568562,0.098497496,0.19167177,0.184391289,0.75
-122.66,38.42,0.254901961,0.578947368,0.576923077,0.463898164,0.580526638,0.389069264,2.084
-122.66,38.44,0.31372549,0.633431405,0.499442586,0.544449082,0.541947336,0.426914922,2.159
-122.66,38.45,0.490196078,0.226544622,0.187848384,0.188021703,0.196570729,0.434844067,2.935
-122.66,38.46,0.254901961,0.257382587,0.350613155,0.27024207,0.38150643,0.232175987,2.211
-122.66,38.47,0.401960784,0.275035415,0.253623188,0.249791319,0.257807716,0.414783771,1.8155
-122.66,38.48,0.326797386,0.27173005,0.273132664,0.242765721,0.304143703,0.32384339,1.842333333
-122.66,38.81,0.411764706,0.092622862,0.096989967,0.095158598,0.085731782,0.324410284,0.833
-122.65,38.01,0.764705882,0.155388471,0.154960981,0.146702838,0.154929577,0.505422299,3.054
-122.65,38.11,0.392156863,0.423776833,0.342251951,0.409641068,0.385793019,0.557966693,2.792
-122.65,38.23,1,0.199084668,0.205128205,0.168196995,0.209430496,0.310390715,2.007
-122.65,38.24,0.696078431,0.284243217,0.246655518,0.24446995,0.259644825,0.45416998,2.356
-122.65,38.27,0.156862745,0.518905961,0.453734671,0.432387312,0.461114513,0.51232441,2.345
-122.65,38.37,0.274509804,0.201155062,0.154960981,0.162979967,0.171463564,0.576519569,3.441
-122.65,38.4,0.392156863,0.115179252,0.082497213,0.082429048,0.09308022,0.702215302,3.431
-122.65,38.46,0.254901961,0.228179144,0.232998885,0.192195326,0.241886099,0.393674353,1.878
-122.65,38.47,0.450980392,0.246921652,0.182831661,0.175709516,0.180036742,0.37084769,2.144
-122.65,38.48,0.31372549,0.118557263,0.090301003,0.097662771,0.098591549,0.552853609,2.318
-122.65,38.92,0.568627451,0.007409829,0.02006689,0.003130217,0.006736069,0.40033351,1.125
-122.65,38.96,0.509803922,0.233300643,0.322185061,0.186352254,0.223515003,0.129980564,0.632
-122.65,38.97,0.607843137,0.202026806,0.261984392,0.145659432,0.177587263,0.076342875,0.6
-122.65,38.99,0.294117647,0.466056445,0.528985507,0.332011686,0.406613595,0.149880732,0.759
-122.64,37.96,0.549019608,0.040863027,0.031215162,0.030467446,0.039804042,1,5.00001
-122.64,38.01,0.68627451,0.137899096,0.135451505,0.127191152,0.14513166,0.458918632,2.7935
-122.64,38.23,0.980392157,0.200682867,0.218320327,0.183291597,0.22453562,0.329582266,2.373333333
-122.64,38.24,0.882352941,0.195652174,0.222686734,0.173622705,0.227495407,0.293317652,1.978
-122.64,38.25,0.588235294,0.278086521,0.285953177,0.313439065,0.325168402,0.36444253,1.626
-122.64,38.48,0.352941176,0.353274491,0.24916388,0.243948247,0.276791182,0.589385105,2.557
-122.64,38.71,0.37254902,0.05764411,0.069119287,0.047161937,0.057562768,0.234682834,0.896
-122.64,38.87,0.294117647,0.128037485,0.132664437,0.107262104,0.120636865,0.118605884,0.735
-122.64,38.95,0.529411765,0.163561077,0.205128205,0.107888147,0.162890386,0.07763495,0.689
-122.64,38.96,0.549019608,0.096000872,0.103121516,0.066986644,0.082057563,0.135546426,0.582
-122.63,38.21,0.411764706,0.31938542,0.255852843,0.266694491,0.273729333,0.629859086,2.911
-122.63,38.22,0.480392157,0.192110712,0.138795987,0.162875626,0.157072872,0.475246267,2.496
-122.63,38.23,0.784313725,0.230249537,0.236343367,0.202525042,0.25995101,0.335961657,2.0895
-122.63,38.24,0.862745098,0.175765501,0.18729097,0.170701169,0.199020208,0.222855376,1.455
-122.63,38.25,0.37254902,0.376811594,0.334448161,0.355175292,0.346601347,0.35466914,1.819
-122.63,38.26,0.117647059,0.850604773,0.773690078,0.739983306,0.851194121,0.45355155,2.023
-122.63,38.34,0.274509804,0.234390324,0.191192865,0.203255426,0.203919167,0.518674353,3.254
-122.63,38.5,0.352941176,0.229377792,0.183946488,0.181343907,0.207593386,0.583311247,2.656
-122.63,38.94,0.401960784,0.245232647,0.309085842,0.210141903,0.28597673,0.103907147,0.654
-122.63,38.95,0.196078431,0.074534161,0.0696767,0.050292154,0.051439069,0.133448184,0.773
-122.63,38.96,0.343137255,0.229432276,0.287625418,0.176857262,0.234231476,0.168880864,0.621
-122.62,37.85,0.568627451,0.090552468,0.090301003,0.073664441,0.086344152,0.697930471,4.938
-122.62,37.97,1,0.040100251,0.033444816,0.030258765,0.033067973,0.795200548,3.167
-122.62,38.15,0.254901961,0.245940939,0.188963211,0.234140234,0.210655236,0.652586359,3.349
-122.62,38.24,0.490196078,0.166285278,0.147435897,0.171222871,0.152786283,0.510110213,1.7915
-122.62,38.25,0.483660131,0.207874759,0.188219993,0.186074012,0.201877934,0.37271034,1.852666667
-122.62,38.54,0.450980392,0.26228615,0.257525084,0.208889816,0.245560318,0.443590423,2.652
-122.62,38.73,0.392156863,0.155061567,0.178929766,0.15066778,0.174525413,0.181939659,0.853
-122.62,38.92,0.235294118,0.056445461,0.062987737,0.050918197,0.065523576,0.148180051,0.847
-122.62,38.94,0.245098039,0.122643565,0.14632107,0.087959098,0.112676056,0.158119092,0.5625
-122.62,38.95,0.352941176,0.242780865,0.29877369,0.172579299,0.218616044,0.131040728,0.588
-122.62,38.96,0.294117647,0.208346954,0.247491639,0.171744574,0.202082058,0.172033749,0.69
-122.61,37.99,0.764705882,0.84286804,0.828316611,0.647537563,0.824862217,0.434844067,2.896
-122.61,38.09,0.333333333,0.675928953,0.456521739,0.481218698,0.461726883,0.707681774,3.687
-122.61,38.23,0.333333333,0.222294868,0.232998885,0.189691152,0.243723209,0.274670907,1.938
-122.61,38.24,0.37254902,0.277686971,0.222222222,0.243183083,0.2357624,0.43344524,1.881666667
-122.61,38.25,0.333333333,0.317423995,0.231884058,0.278589316,0.256582976,0.524041435,2.049
-122.61,38.26,0.31372549,0.311866623,0.270345596,0.308222037,0.33374158,0.461988692,2.152
-122.61,38.42,0.235294118,0.842214231,0.75696767,0.529632721,0.76362523,0.463358071,2.598
-122.61,38.93,0.254901961,0.024953689,0.018952062,0.021494157,0.017758726,0.429565333,0.713
-122.6,38,0.392156863,0.239293887,0.256410256,0.228505843,0.273729333,0.398654917,2.466
-122.6,38.11,0.392156863,0.566089136,0.450947603,0.46504591,0.485303123,0.452955208,2.5155
-122.6,38.24,0.294117647,0.219407214,0.173076923,0.206385643,0.187078996,0.474064626,2.0145
-122.6,38.48,0.31372549,0.166285278,0.146042363,0.125417362,0.152480098,0.673701299,3.415
-122.6,38.9,0.431372549,0.031600741,0.030100334,0.018155259,0.023882425,0.271490414,0.917
-122.6,38.93,0.294117647,0.18034216,0.216276477,0.118322204,0.183098592,0.10787172,0.62
-122.59,37.97,0.882352941,0.439577204,0.476031215,0.389607679,0.508879363,0.44864829,2.752
-122.59,37.99,0.68627451,0.530347608,0.484392419,0.39524207,0.505205144,0.404850252,3.02
-122.59,38.01,0.666666667,0.960226654,0.727424749,0.718906511,0.769136558,0.626435639,4.143
-122.59,38.04,0.470588235,0.371581127,0.252508361,0.25730384,0.247397428,0.86852858,3.973
-122.59,38.12,0.470588235,0.847989539,0.637123746,0.717863105,0.71279853,0.608854581,2.879
