"Unique_Checklist_ID","Latitude","Longitude","Count","Occur","Common_Name","summer_nbr_TCA_mean_600","summer_nbr_TCB_mean_600","summer_nbr_TCG_mean_600","summer_nbr_TCW_mean_600"
"42.02964_-123.54548_2018-06-29_JRCurtis",42.02964,-123.54548,1,1,"Hermit Warbler",0.676256202,0.222443465,0.178886789,-0.028192122
"42.03012_-124.15554_2017-06-03_JRCurtis",42.03012,-124.15554,0,0,"Hermit Warbler",0.607495061,0.286608987,0.200511235,-0.068825772
"42.03126_-123.09194_2016-05-19_WDRobinson",42.03126,-123.09194,0,0,"Hermit Warbler",0.581828996,0.211413334,0.135925818,-0.052521965
"42.03167_-123.08992_2016-05-19_WDRobinson",42.03167,-123.08992,2,1,"Hermit Warbler",0.57541653,0.213047227,0.134689608,-0.054385523
"42.03192_-123.0836_2016-05-19_WDRobinson",42.03192,-123.0836,1,1,"Hermit Warbler",0.573753279,0.216978949,0.136271517,-0.055003573
"42.03234_-123.08661_2016-05-19_WDRobinson",42.03234,-123.08661,2,1,"Hermit Warbler",0.566044295,0.217762498,0.134449845,-0.057856898
"42.03421_-123.75865_2018-06-29_WDRobinson",42.03421,-123.75865,0,0,"Hermit Warbler",0.343267563,0.267937419,0.094356412,-0.110825568
"42.0365_-123.5494_2018-06-29_JRCurtis",42.0365,-123.5494,1,1,"Hermit Warbler",0.623734099,0.214557046,0.154449782,-0.036199823
"42.03871_-124.0236_2017-06-03_JRCurtis",42.03871,-124.0236,0,0,"Hermit Warbler",0.694545383,0.226551156,0.189278406,-0.024614377
"42.04131_-124.02472_2017-06-03_JRCurtis",42.04131,-124.02472,3,1,"Hermit Warbler",0.694409292,0.224434888,0.187480862,-0.025069951
"42.04426_-124.02435_2017-06-03_JRCurtis",42.04426,-124.02435,3,1,"Hermit Warbler",0.691828129,0.217684127,0.180407547,-0.025209919
"42.04663_-124.08631_2017-06-03_JRCurtis",42.04663,-124.08631,1,1,"Hermit Warbler",0.687549339,0.205377447,0.169401262,-0.034378997
"42.0471_-124.09379_2017-06-03_JRCurtis",42.0471,-124.09379,0,0,"Hermit Warbler",0.691669326,0.222079809,0.18466751,-0.034333095
"42.04724_-124.02409_2017-06-03_JRCurtis",42.04724,-124.02409,2,1,"Hermit Warbler",0.690084513,0.209645335,0.173144938,-0.024833921
"42.04819_-124.09077_2017-06-03_JRCurtis",42.04819,-124.09077,0,0,"Hermit Warbler",0.692679269,0.219561386,0.182875131,-0.034602685
"42.04831_-123.74546_2018-06-29_WDRobinson",42.04831,-123.74546,1,1,"Hermit Warbler",0.438082745,0.253265276,0.117488568,-0.088149198
"42.04856_-124.088_2017-06-03_JRCurtis",42.04856,-124.088,1,1,"Hermit Warbler",0.693336114,0.216665057,0.180768537,-0.034794319
"42.04963_-124.02319_2017-06-03_JRCurtis",42.04963,-124.02319,2,1,"Hermit Warbler",0.690524326,0.214227823,0.177112983,-0.025487895
"42.05106_-123.076_2016-05-19_WDRobinson",42.05106,-123.076,3,1,"Hermit Warbler",0.601771558,0.194186535,0.130775326,-0.041103892
"42.05162_-123.07908_2016-05-19_WDRobinson",42.05162,-123.07908,1,1,"Hermit Warbler",0.597907865,0.19696696,0.132122006,-0.042809833
"42.05207_-124.02299_2017-06-03_JRCurtis",42.05207,-124.02299,2,1,"Hermit Warbler",0.690916412,0.215859424,0.178531154,-0.025149636
"42.05217_-123.08187_2016-05-19_WDRobinson",42.05217,-123.08187,1,1,"Hermit Warbler",0.558771087,0.211571507,0.128159146,-0.057043311
"42.05228_-123.08943_2016-05-19_WDRobinson",42.05228,-123.08943,0,0,"Hermit Warbler",0.477304151,0.243936411,0.121472244,-0.087552511
"42.05281_-123.08459_2016-05-19_WDRobinson",42.05281,-123.08459,0,0,"Hermit Warbler",0.522552322,0.226051598,0.125592773,-0.070912114
"42.05518_-124.0238_2017-06-03_JRCurtis",42.05518,-124.0238,1,1,"Hermit Warbler",0.700417899,0.216919112,0.182848876,-0.023006986
"42.10168_-122.59813_2016-05-20_TAHallman",42.10168,-122.59813,0,0,"Hermit Warbler",0.583497732,0.2559786,0.167660512,-0.073265661
"42.10685_-122.60033_2016-05-20_TAHallman",42.10685,-122.60033,1,1,"Hermit Warbler",0.579298517,0.257347236,0.166391078,-0.074614386
"42.10847_-122.3953_2016-05-20_TAHallman",42.10847,-122.3953,0,0,"Hermit Warbler",0.388341726,0.260284193,0.102761004,-0.108661546
"42.10899_-122.60056_2016-05-20_TAHallman",42.10899,-122.60056,0,0,"Hermit Warbler",0.560227022,0.261077052,0.161430305,-0.080792522
"42.11079_-122.38954_2016-05-20_TAHallman",42.11079,-122.38954,0,0,"Hermit Warbler",0.310933974,0.284240349,0.085386574,-0.13520354
"42.11248_-123.52687_2018-06-29_JRCurtis",42.11248,-123.52687,1,1,"Hermit Warbler",0.561993281,0.219954777,0.137817504,-0.054657876
"42.1358_-124.21571_2017-06-03_WDRobinson",42.1358,-124.21571,3,1,"Hermit Warbler",0.668213092,0.242894845,0.188218243,-0.038734204
"42.13859_-124.21502_2017-06-03_WDRobinson",42.13859,-124.21502,3,1,"Hermit Warbler",0.697120322,0.238703006,0.197645848,-0.031234817
"42.141155_-124.349312_2017-06-03_TAHallman",42.141155,-124.349312,0,0,"Hermit Warbler",0.587191144,0.235494628,0.160255906,-0.045988341
"42.14238_-124.21294_2017-06-03_WDRobinson",42.14238,-124.21294,1,1,"Hermit Warbler",0.71895273,0.249717105,0.217619882,-0.027371774
"42.14475_-123.59352_2018-06-29_JRCurtis",42.14475,-123.59352,0,0,"Hermit Warbler",0.287287009,0.389916606,0.109591681,-0.188100216
"42.14555_-124.21127_2017-06-03_WDRobinson",42.14555,-124.21127,2,1,"Hermit Warbler",0.722930813,0.247680802,0.216498769,-0.027019105
"42.14743_-123.60207_2018-06-29_JRCurtis",42.14743,-123.60207,0,0,"Hermit Warbler",0.441813047,0.304697575,0.137240754,-0.11586071
"42.14853_-124.20935_2017-06-03_WDRobinson",42.14853,-124.20935,2,1,"Hermit Warbler",0.731693483,0.236117153,0.210303498,-0.022283344
"42.15173_-124.20783_2017-06-03_WDRobinson",42.15173,-124.20783,3,1,"Hermit Warbler",0.722081454,0.229155081,0.200778545,-0.023508557
"42.1522_-123.58575_2018-06-29_JRCurtis",42.1522,-123.58575,0,0,"Hermit Warbler",0.33011198,0.349055767,0.113421457,-0.1576443
"42.1578_-122.79092_2016-05-22_TAHallman",42.1578,-122.79092,3,1,"Hermit Warbler",0.651048991,0.19930034,0.151287337,-0.031407247
"42.16013_-122.48566_2016-05-20_TAHallman",42.16013,-122.48566,3,1,"Hermit Warbler",0.502074671,0.22577418,0.122123918,-0.072028405
"42.16042_-122.79147_2016-05-22_TAHallman",42.16042,-122.79147,4,1,"Hermit Warbler",0.655753324,0.201992994,0.155135805,-0.031444905
"42.16256_-122.79031_2016-05-22_TAHallman",42.16256,-122.79031,2,1,"Hermit Warbler",0.661964598,0.197027421,0.153261028,-0.029499736
"42.1626_-122.79443_2016-05-22_TAHallman",42.1626,-122.79443,0,0,"Hermit Warbler",0.663234923,0.224565772,0.176322103,-0.034113109
"42.16483_-122.48613_2016-05-20_TAHallman",42.16483,-122.48613,1,1,"Hermit Warbler",0.466347397,0.240712714,0.119225835,-0.087984623
"42.16742_-122.78665_2016-05-22_TAHallman",42.16742,-122.78665,0,0,"Hermit Warbler",0.67253193,0.195102516,0.154726409,-0.028186784
"42.16807_-124.19495_2017-06-03_WDRobinson",42.16807,-124.19495,1,1,"Hermit Warbler",0.724197741,0.230821265,0.203281098,-0.022725458
"42.16843_-124.19897_2017-06-03_WDRobinson",42.16843,-124.19897,2,1,"Hermit Warbler",0.699516644,0.231727044,0.194481952,-0.030165872
"42.16861_-124.18878_2017-06-03_WDRobinson",42.16861,-124.18878,1,1,"Hermit Warbler",0.718171399,0.242891646,0.209868191,-0.024952919
"42.16898_-124.19153_2017-06-03_WDRobinson",42.16898,-124.19153,2,1,"Hermit Warbler",0.722025202,0.231266557,0.201766685,-0.022063175
"42.16932_-122.48241_2016-05-20_TAHallman",42.16932,-122.48241,1,1,"Hermit Warbler",0.518819367,0.241529279,0.134205431,-0.077455132
"42.17282_-123.04471_2016-05-19_WDRobinson",42.17282,-123.04471,0,0,"Hermit Warbler",0.350248257,0.291650712,0.101994041,-0.124135267
"42.17487_-122.62833_2016-05-20_TAHallman",42.17487,-122.62833,0,0,"Hermit Warbler",0.302231989,0.31976413,0.096096596,-0.156379702
"42.17773_-122.63103_2016-05-20_TAHallman",42.17773,-122.63103,0,0,"Hermit Warbler",0.255872788,0.339957489,0.085933994,-0.172257134
"42.18577_-124.1321_2017-06-03_WDRobinson",42.18577,-124.1321,1,1,"Hermit Warbler",0.62030739,0.234902596,0.170478031,-0.046650449
"42.18633_-122.64037_2016-05-20_TAHallman",42.18633,-122.64037,0,0,"Hermit Warbler",0.272361082,0.369485216,0.10282113,-0.175237016
"42.18771_-124.13438_2017-06-03_WDRobinson",42.18771,-124.13438,1,1,"Hermit Warbler",0.614017074,0.244174665,0.175758897,-0.049648968
"42.18797_-124.13137_2017-06-03_WDRobinson",42.18797,-124.13137,1,1,"Hermit Warbler",0.652987853,0.234187486,0.181282317,-0.039821795
"42.19017_-124.13634_2017-06-03_WDRobinson",42.19017,-124.13634,2,1,"Hermit Warbler",0.579876283,0.239886776,0.164316822,-0.049537767
"42.19545_-123.21312_2016-05-21_WDRobinson",42.19545,-123.21312,0,0,"Hermit Warbler",0.514225761,0.273826899,0.145215523,-0.088311005
"42.20309_-122.95283_2016-05-19_JRCurtis",42.20309,-122.95283,0,0,"Hermit Warbler",0.433741515,0.268584881,0.121627484,-0.1071458
"42.209385_-124.373724_2017-06-03_TAHallman",42.209385,-124.373724,0,0,"Hermit Warbler",0.397931134,0.199043383,0.114131723,-0.033521352
"42.21038_-124.04375_2017-06-03_WDRobinson",42.21038,-124.04375,3,1,"Hermit Warbler",0.645885842,0.258430614,0.195562111,-0.037964019
"42.21197_-124.13515_2017-06-03_WDRobinson",42.21197,-124.13515,1,1,"Hermit Warbler",0.614628716,0.225901347,0.153322716,-0.051338995
"42.21246_-124.12267_2017-06-03_WDRobinson",42.21246,-124.12267,2,1,"Hermit Warbler",0.690301215,0.190909226,0.153018266,-0.029917226
"42.214585_-124.37486_2017-06-03_TAHallman",42.214585,-124.37486,0,0,"Hermit Warbler",0.358557482,0.219544092,0.121345485,-0.038817294
"42.21754_-124.0359_2017-06-03_WDRobinson",42.21754,-124.0359,0,0,"Hermit Warbler",0.632483115,0.273515812,0.200402262,-0.04523534
"42.219299_-124.372159_2017-06-03_TAHallman",42.219299,-124.372159,0,0,"Hermit Warbler",0.52613159,0.278999964,0.167451211,-0.076478543
"42.22007_-124.1258_2017-06-03_WDRobinson",42.22007,-124.1258,1,1,"Hermit Warbler",0.672383575,0.195268021,0.15720524,-0.026170184
"42.22026_-124.13145_2017-06-03_WDRobinson",42.22026,-124.13145,1,1,"Hermit Warbler",0.646348215,0.193894019,0.148150626,-0.03022094
"42.220623_-124.333557_2017-06-03_TAHallman",42.220623,-124.333557,0,0,"Hermit Warbler",0.632941622,0.26980287,0.197870411,-0.049353281
"42.22154_-122.94463_2016-05-19_WDRobinson",42.22154,-122.94463,0,0,"Hermit Warbler",0.455113626,0.271763966,0.130046024,-0.105562865
"42.22274_-124.13514_2017-06-03_WDRobinson",42.22274,-124.13514,1,1,"Hermit Warbler",0.635492538,0.208319318,0.155021293,-0.035870191
"42.22318_-122.94321_2016-05-19_WDRobinson",42.22318,-122.94321,0,0,"Hermit Warbler",0.447825898,0.275259311,0.12840763,-0.108653118
"42.22571_-122.94112_2016-05-19_WDRobinson",42.22571,-122.94112,0,0,"Hermit Warbler",0.445947694,0.278734239,0.127796586,-0.110958769
"42.22577_-124.0327_2017-06-03_WDRobinson",42.22577,-124.0327,0,0,"Hermit Warbler",0.631818529,0.26481411,0.1940415,-0.042947592
"42.2272_-124.03257_2017-06-03_WDRobinson",42.2272,-124.03257,0,0,"Hermit Warbler",0.633482264,0.260192932,0.191420378,-0.041671304
"42.23004_-122.78515_2016-05-22_TAHallman",42.23004,-122.78515,0,0,"Hermit Warbler",0.343985338,0.350510379,0.122210346,-0.147155827
"42.23466_-122.77816_2016-05-22_TAHallman",42.23466,-122.77816,0,0,"Hermit Warbler",0.271820711,0.372863046,0.100495293,-0.149573937
"42.23669_-122.77884_2016-05-22_TAHallman",42.23669,-122.77884,0,0,"Hermit Warbler",0.23920375,0.368595169,0.087210253,-0.14310822
"42.23911_-122.78976_2016-05-22_TAHallman",42.23911,-122.78976,0,0,"Hermit Warbler",0.310385904,0.339944754,0.108719976,-0.119791678
"42.23912_-122.57172_2016-05-20_TAHallman",42.23912,-122.57172,0,0,"Hermit Warbler",0.366918709,0.296951203,0.112884734,-0.129436276
"42.24148_-122.57107_2016-05-20_TAHallman",42.24148,-122.57107,0,0,"Hermit Warbler",0.40226799,0.286769345,0.120568977,-0.119187544
"42.24236_-122.09908_2019-06-14_WDRobinson",42.24236,-122.09908,0,0,"Hermit Warbler",0.466036464,0.257082342,0.128470418,-0.086721881
"42.24329_-122.57214_2016-05-20_TAHallman",42.24329,-122.57214,0,0,"Hermit Warbler",0.418649498,0.281458207,0.123676445,-0.116224732
"42.2487_-122.10376_2019-06-14_WDRobinson",42.2487,-122.10376,0,0,"Hermit Warbler",0.500227547,0.255772741,0.138480466,-0.079553112
"42.25278_-122.10445_2019-06-14_WDRobinson",42.25278,-122.10445,1,1,"Hermit Warbler",0.50851284,0.258939252,0.144014007,-0.077430776
"42.25991_-122.49327_2016-05-19_JRCurtis",42.25991,-122.49327,0,0,"Hermit Warbler",0.422000199,0.26179842,0.113721538,-0.101039396
"42.26052_-122.48938_2016-05-19_JRCurtis",42.26052,-122.48938,5,1,"Hermit Warbler",0.464799633,0.24552772,0.120168347,-0.083327908
"42.2651_-122.48859_2016-05-19_JRCurtis",42.2651,-122.48859,3,1,"Hermit Warbler",0.514546144,0.225748877,0.12602024,-0.064315118
"42.26669_-122.48734_2016-05-19_JRCurtis",42.26669,-122.48734,4,1,"Hermit Warbler",0.527751129,0.22588914,0.130479346,-0.061609829
"42.268_-122.49122_2016-05-19_JRCurtis",42.268,-122.49122,1,1,"Hermit Warbler",0.515488613,0.223453476,0.12469676,-0.063457559
"42.26868_-122.49485_2016-05-19_JRCurtis",42.26868,-122.49485,4,1,"Hermit Warbler",0.50313427,0.230891772,0.124971088,-0.068912813
"42.268938_-124.378366_2017-06-03_TAHallman",42.268938,-124.378366,0,0,"Hermit Warbler",0.526760572,0.307428456,0.175269646,-0.097429482
"42.26951_-122.48801_2016-05-19_JRCurtis",42.26951,-122.48801,3,1,"Hermit Warbler",0.527908218,0.222940836,0.128628156,-0.060787668
"42.27111_-122.49571_2016-05-19_JRCurtis",42.27111,-122.49571,1,1,"Hermit Warbler",0.472905989,0.239708779,0.120018894,-0.078435968
"42.27298_-122.32722_2016-05-20_WDRobinson",42.27298,-122.32722,0,0,"Hermit Warbler",0.606783534,0.187624153,0.128883222,-0.038346032
"42.274819_-122.392668_2016-05-19_JRCurtis",42.274819,-122.392668,2,1,"Hermit Warbler",0.528294107,0.222023676,0.125728607,-0.070785948
"42.275846_-124.364884_2017-06-03_TAHallman",42.275846,-124.364884,1,1,"Hermit Warbler",0.661245115,0.278235427,0.219527187,-0.044141535
"42.276134_-124.37172_2017-06-03_TAHallman",42.276134,-124.37172,0,0,"Hermit Warbler",0.597742971,0.294570926,0.201362076,-0.069834153
"42.27646_-122.38478_2019-06-14_WDRobinson",42.27646,-122.38478,0,0,"Hermit Warbler",0.476355949,0.250412493,0.123940407,-0.096955508
"42.276524_-124.30218_2017-06-03_TAHallman",42.276524,-124.30218,0,0,"Hermit Warbler",0.716758273,0.265282239,0.232122538,-0.027340283
"42.276938_-124.355605_2017-06-03_TAHallman",42.276938,-124.355605,0,0,"Hermit Warbler",0.634641209,0.256024776,0.189014013,-0.04970283
"42.277179_-122.39697_2016-05-19_JRCurtis",42.277179,-122.39697,3,1,"Hermit Warbler",0.49478875,0.236095008,0.122432817,-0.085961128
"42.277941_-122.386535_2016-05-19_JRCurtis",42.277941,-122.386535,2,1,"Hermit Warbler",0.450214258,0.259940075,0.119903035,-0.10920151
"42.278599_-124.293645_2017-06-03_TAHallman",42.278599,-124.293645,1,1,"Hermit Warbler",0.686577667,0.29294219,0.240343068,-0.048295518
"42.27878_-123.20909_2016-05-21_WDRobinson",42.27878,-123.20909,0,0,"Hermit Warbler",0.350902769,0.337605519,0.118949772,-0.142465495
"42.27934_-122.39023_2019-06-14_WDRobinson",42.27934,-122.39023,1,1,"Hermit Warbler",0.497145917,0.24842328,0.128961225,-0.092964936
"42.27965_-124.292492_2017-06-03_TAHallman",42.27965,-124.292492,1,1,"Hermit Warbler",0.643601457,0.304137241,0.226791909,-0.069294131
"42.279778_-123.645902_2018-06-29_TAHallman",42.279778,-123.645902,0,0,"Hermit Warbler",0.3418149,0.312283036,0.105336625,-0.140694299
"42.28065_-122.4007_2016-05-19_JRCurtis",42.28065,-122.4007,2,1,"Hermit Warbler",0.488142251,0.241588177,0.122640194,-0.089296334
"42.280956_-123.567197_2018-06-29_TAHallman",42.280956,-123.567197,0,0,"Hermit Warbler",0.507311929,0.286659449,0.150625965,-0.099659324
"42.281261_-124.291373_2017-06-03_TAHallman",42.281261,-124.291373,1,1,"Hermit Warbler",0.609939717,0.310983412,0.215689055,-0.084492447
"42.28218_-123.20936_2016-05-21_WDRobinson",42.28218,-123.20936,0,0,"Hermit Warbler",0.378187791,0.321431821,0.122226122,-0.13061749
"42.28246_-124.291453_2017-06-03_TAHallman",42.28246,-124.291453,0,0,"Hermit Warbler",0.60203025,0.311888078,0.212630833,-0.08708958
"42.28261_-122.39023_2019-06-14_WDRobinson",42.28261,-122.39023,3,1,"Hermit Warbler",0.488223489,0.253058426,0.12813687,-0.098008291
"42.283063_-123.626998_2018-06-29_TAHallman",42.283063,-123.626998,0,0,"Hermit Warbler",0.493622575,0.280681086,0.143766464,-0.096059383
"42.28307_-122.40342_2016-05-19_JRCurtis",42.28307,-122.40342,3,1,"Hermit Warbler",0.479696027,0.244725008,0.121752772,-0.091547091
"42.28345_-122.390365_2016-05-19_JRCurtis",42.28345,-122.390365,4,1,"Hermit Warbler",0.478897888,0.249629339,0.124060793,-0.097363121
"42.28392_-123.821803_2018-06-29_TAHallman",42.28392,-123.821803,0,0,"Hermit Warbler",0.322855618,0.339581868,0.112982442,-0.132223848
"42.2863_-122.39111_2019-06-14_WDRobinson",42.2863,-122.39111,2,1,"Hermit Warbler",0.519782844,0.238983051,0.133180462,-0.081146711
"42.286888_-122.392281_2016-05-19_JRCurtis",42.286888,-122.392281,4,1,"Hermit Warbler",0.532074596,0.23540963,0.135393839,-0.075212318
"42.28811_-123.720191_2018-06-29_TAHallman",42.28811,-123.720191,0,0,"Hermit Warbler",0.441921096,0.253127354,0.120206175,-0.089035735
"42.289275_-123.722504_2018-06-29_TAHallman",42.289275,-123.722504,0,0,"Hermit Warbler",0.432920417,0.253197247,0.116964296,-0.089790388
"42.2905_-122.2206_2019-06-14_WDRobinson",42.2905,-122.2206,0,0,"Hermit Warbler",0.540494434,0.202674483,0.120477247,-0.057546622
"42.296231_-123.734483_2018-06-29_TAHallman",42.296231,-123.734483,0,0,"Hermit Warbler",0.420727888,0.247760914,0.110613874,-0.091278302
"42.301373_-123.763021_2018-06-29_TAHallman",42.301373,-123.763021,0,0,"Hermit Warbler",0.384260219,0.279458293,0.113776244,-0.09890228
"42.30249_-122.36799_2019-06-14_WDRobinson",42.30249,-122.36799,5,1,"Hermit Warbler",0.57823185,0.212785234,0.136950165,-0.054145624
"42.30296_-123.21927_2018-06-30_JRCurtis",42.30296,-123.21927,0,0,"Hermit Warbler",0.302847584,0.396614324,0.118122197,-0.184233537
"42.30688_-122.36453_2019-06-14_WDRobinson",42.30688,-122.36453,2,1,"Hermit Warbler",0.594965517,0.202662601,0.13626437,-0.047260282
"42.306952_-122.364244_2016-05-19_JRCurtis",42.306952,-122.364244,2,1,"Hermit Warbler",0.572627159,0.205540953,0.131323764,-0.052428385
"42.308343_-123.774757_2018-06-29_TAHallman",42.308343,-123.774757,0,0,"Hermit Warbler",0.390596185,0.276287228,0.114817913,-0.104859898
"42.309077_-122.361245_2016-05-19_JRCurtis",42.309077,-122.361245,2,1,"Hermit Warbler",0.576981061,0.200406746,0.128785289,-0.050752081
"42.309363_-122.35245_2016-05-19_JRCurtis",42.309363,-122.35245,2,1,"Hermit Warbler",0.545968158,0.210443473,0.126701373,-0.060524026
"42.30938_-122.35277_2019-06-14_WDRobinson",42.30938,-122.35277,4,1,"Hermit Warbler",0.574793757,0.20572057,0.132402761,-0.053507211
"42.311439_-122.351655_2016-05-19_JRCurtis",42.311439,-122.351655,3,1,"Hermit Warbler",0.572844236,0.205593295,0.131531795,-0.052131691
"42.311917_-122.356724_2016-05-19_JRCurtis",42.311917,-122.356724,1,1,"Hermit Warbler",0.603735525,0.197561821,0.135579611,-0.043823446
"42.313661_-122.350505_2016-05-19_JRCurtis",42.313661,-122.350505,3,1,"Hermit Warbler",0.603740452,0.202311788,0.139084909,-0.042582201
"42.31489_-123.2297_2016-05-21_WDRobinson",42.31489,-123.2297,0,0,"Hermit Warbler",0.339501198,0.356871188,0.117895783,-0.160542125
"42.31572_-122.351106_2016-05-19_JRCurtis",42.31572,-122.351106,2,1,"Hermit Warbler",0.615742947,0.202071094,0.142761575,-0.039652995
"42.31585_-122.35153_2019-06-14_WDRobinson",42.31585,-122.35153,3,1,"Hermit Warbler",0.639284203,0.199154172,0.148042706,-0.034992815
"42.31612_-122.2311_2019-06-14_WDRobinson",42.31612,-122.2311,1,1,"Hermit Warbler",0.631578719,0.184822257,0.135231537,-0.03048982
"42.31792_-122.21605_2019-06-14_WDRobinson",42.31792,-122.21605,2,1,"Hermit Warbler",0.597872387,0.189213146,0.127651833,-0.04027108
"42.31889_-122.22432_2019-06-14_WDRobinson",42.31889,-122.22432,1,1,"Hermit Warbler",0.631939116,0.183714364,0.134212822,-0.031038513
"42.32215_-123.27298_2018-06-30_JRCurtis",42.32215,-123.27298,0,0,"Hermit Warbler",0.508214508,0.319168781,0.177710832,-0.095301913
"42.32217_-123.01975_2016-05-21_WDRobinson",42.32217,-123.01975,0,0,"Hermit Warbler",0.648922932,0.241605014,0.181703699,-0.036594618
"42.32229_-123.02333_2016-05-21_WDRobinson",42.32229,-123.02333,2,1,"Hermit Warbler",0.638061597,0.244927703,0.179979054,-0.040635304
"42.324_-123.01669_2016-05-21_WDRobinson",42.324,-123.01669,2,1,"Hermit Warbler",0.651907857,0.248050969,0.188098314,-0.037550368
"42.32537_-123.27844_2018-06-30_JRCurtis",42.32537,-123.27844,0,0,"Hermit Warbler",0.499293594,0.320630506,0.175685139,-0.098074018
"42.32792_-123.01419_2016-05-21_WDRobinson",42.32792,-123.01419,0,0,"Hermit Warbler",0.593258667,0.276205802,0.184863143,-0.061540789
"42.32984_-123.28362_2018-06-30_JRCurtis",42.32984,-123.28362,0,0,"Hermit Warbler",0.469986958,0.328716235,0.166629997,-0.113720546
"42.348764_-122.4323_2016-05-19_JRCurtis",42.348764,-122.4323,2,1,"Hermit Warbler",0.637225966,0.214399616,0.158341792,-0.036586768
"42.34902_-122.437055_2016-05-19_JRCurtis",42.34902,-122.437055,2,1,"Hermit Warbler",0.636349993,0.213640106,0.157288956,-0.036984571
"42.349119_-122.426672_2016-05-19_JRCurtis",42.349119,-122.426672,3,1,"Hermit Warbler",0.659848055,0.212801078,0.16467117,-0.027869032
"42.350583_-122.441081_2016-05-19_JRCurtis",42.350583,-122.441081,1,1,"Hermit Warbler",0.666604914,0.20381062,0.159784507,-0.025540812
"42.36997_-122.55606_2016-05-19_JRCurtis",42.36997,-122.55606,0,0,"Hermit Warbler",0.421658502,0.294080827,0.129262326,-0.112729371
"42.37167_-122.55841_2016-05-19_JRCurtis",42.37167,-122.55841,0,0,"Hermit Warbler",0.416162967,0.288913003,0.124191357,-0.110665194
"42.37324_-122.5612_2016-05-19_JRCurtis",42.37324,-122.5612,0,0,"Hermit Warbler",0.418427342,0.284689023,0.122599553,-0.108493755
"42.40477_-123.45557_2018-06-30_JRCurtis",42.40477,-123.45557,0,0,"Hermit Warbler",0.542961723,0.294122774,0.177487223,-0.079565237
"42.4058_-122.96854_2016-05-22_JRCurtis",42.4058,-122.96854,0,0,"Hermit Warbler",0.242955777,0.386798814,0.089681282,-0.177210847
